Name,Location,Total_Area,Price_per_SQFT
"BDA apartment,Anjanapura 9th Block, Anjanapura Township,Bangalore","BDA apartment,Anjanapura 9th Block, Anjanapura Township,Bangalore",475,3370.0
"Vaishnavi Medows,Gundappa Layout, Gottigere,Bangalore","Vaishnavi Medows,Gundappa Layout, Gottigere,Bangalore",580,3450.0
DSMAX SANGAM by DS-MAX Properties Private Limited,"Belathur, Bangalore",1260,5160.0
Balaji Splendor,"Shinivagalu Tank Bed Layout, Ejipura,Bangalore",1165,5580.0
Fortune Fortune Cosmos,"Gopasandra, Bangalore",4200,6450.0
"OMBR Layout, Banaswadi,Bangalore","OMBR Layout, Banaswadi,Bangalore",510,12740.0
Balaji Splendor,"Shinivagalu Tank Bed Layout, Ejipura,Bangalore",1162,5590.0
"Hoskote, Bangalore","Hoskote, Bangalore",1000,6800.0
"BDA Apartments Thippasandra Bangalore,Bangalore City Municipal Corporation Layout, Bangalore","BDA Apartments Thippasandra Bangalore,Bangalore City Municipal Corporation Layout, Bangalore",400,4000.0
"NANDI SPRI,Kalyan Nagar, Bangalore","NANDI SPRI,Kalyan Nagar, Bangalore",1070,6500.0
Bindu Amulya,"Sunkadakatte, Bangalore",1560,5000.0
"BDA Flat,Austin Town New Township, Neelasandra,Bangalore","BDA Flat,Austin Town New Township, Neelasandra,Bangalore",900,6890.0
 Pearl Paradise Layout,"Yemalur, Bangalore",8000,7500.0
"Doddigunta, Cox Town,Bangalore","Doddigunta, Cox Town,Bangalore",269,2040.0
"Dommasandra, Bangalore","Dommasandra, Bangalore",2600,4420.0
"Devasthanagalu, Varthur,Bangalore","Devasthanagalu, Varthur,Bangalore",1200,4500.0
"New Guddadahalli, Guddadahalli,Bangalore","New Guddadahalli, Guddadahalli,Bangalore",1800,4440.0
"Kanakashree housing society,Kannuru, Bangalore","Kanakashree housing society,Kannuru, Bangalore",1660,6630.0
"Harshita,Reliaable Tranquil Layout, Bangalore","Harshita,Reliaable Tranquil Layout, Bangalore",1205,5480.0
"Kolar, Bangalore","Kolar, Bangalore",1200,13500.0
"Industrial Area, Hoodi,Bangalore","Industrial Area, Hoodi,Bangalore",1200,13330.0
"Bommanahalli, Bangalore","Bommanahalli, Bangalore",2000,4400.0
"Anekal, Bangalore","Anekal, Bangalore",2400,6250.0
"Kolar, Bangalore","Kolar, Bangalore",1340,12090.0
"ALANOVILLE,Kothanur, Bangalore","ALANOVILLE,Kothanur, Bangalore",3450,10140.0
Provident Welworth City,"Bisuvanahalli, Bangalore",845,2960.0
ETA The Gardens by ETA Star Property Developers,"Magadi, Bangalore",1846,7850.0
"Basavanagudi, Bangalore","Basavanagudi, Bangalore",1410,16000.0
Builders Apartment,"Kodihalli, Bangalore",1000,8500.0
"Kattigenahalli, Bangalore","Kattigenahalli, Bangalore",1040,3650.0
"Ayyappa Nagar, Krishnarajapura,Bangalore","Ayyappa Nagar, Krishnarajapura,Bangalore",715,8390.0
"RPC Layout, Vijayanagar,Bangalore","RPC Layout, Vijayanagar,Bangalore",459,27230.0
"Kithaganur Colony, Bangalore","Kithaganur Colony, Bangalore",1800,3170.0
"Pashmina Waterfront,Hampapura, Bangalore","Pashmina Waterfront,Hampapura, Bangalore",2064,6780.0
"Manjunatha Nagar, Bagalakunte,Bangalore","Manjunatha Nagar, Bagalakunte,Bangalore",4500,6220.0
"Nelamangala, Bangalore","Nelamangala, Bangalore",600,1250.0
"Stage 2, BTM Layout,Bangalore","Stage 2, BTM Layout,Bangalore",6000,4750.0
"Devasandra, Mathikere,Bangalore","Devasandra, Mathikere,Bangalore",3600,4940.0
"Chansandra, Bangalore","Chansandra, Bangalore",2600,5380.0
"Padmanabhanagar, Bangalore","Padmanabhanagar, Bangalore",720,9720.0
"Padmanabhanagar, Bangalore","Padmanabhanagar, Bangalore",720,9720.0
"Anepalya, Neelasandra,Bangalore","Anepalya, Neelasandra,Bangalore",1040,4330.0
"Nandini Layout, Bangalore","Nandini Layout, Bangalore",744,8060.000000000001
"Chikkbasthi new building,Sonnenahalli, Kengeri Satellite Town,Bangalore","Chikkbasthi new building,Sonnenahalli, Kengeri Satellite Town,Bangalore",2550,5570.0
S And S Trillium Apartments by S&S Builders & Developers,"Singasandra, Bangalore",1050,4570.0
"Happy Homes Arka,Dommasandra, Bangalore","Happy Homes Arka,Dommasandra, Bangalore",1170,3290.0
"Lakkasandra Extension, Wilson Garden,Bangalore","Lakkasandra Extension, Wilson Garden,Bangalore",2000,19250.0
"KB Nagar, Palace Guttahalli,Bangalore","KB Nagar, Palace Guttahalli,Bangalore",4200,7140.0
SRS Prashanthi Fields,"Kadugodi, Bangalore",1075,3530.0
Gomati Heritage,"Varsova Layout, Kaggadasapura,Bangalore",1140,3860.0
"Kyathsandra, Bangalore","Kyathsandra, Bangalore",600,7170.0
"Anjanapura 8th Block, Lal Bahadur Shastri Nagar,Bangalore","Anjanapura 8th Block, Lal Bahadur Shastri Nagar,Bangalore",1100,23640.0
Sobha Rose,"Dodsworth Layout, Whitefield,Bangalore",1732,7500.0
Godrej Nurture,"Electronics City Phase 1, Electronic City,Bangalore",1376,6900.0
SSK Residency,"Singasandra, Bangalore",1050,5710.0
"Greenville Apartment,Dodsworth Layout, Whitefield,Bangalore","Greenville Apartment,Dodsworth Layout, Whitefield,Bangalore",1085,5810.0
GSA Green Woods by GSA Group,"Doddanekundi, Kartik Nagar,Bangalore",1157,4750.0
"Kengeri Hobli, Bangalore","Kengeri Hobli, Bangalore",3299,1200.0
"SAPTHAGIRI RATHNA MRIDIAN,Electronics City Phase 1, Electronic City,Bangalore","SAPTHAGIRI RATHNA MRIDIAN,Electronics City Phase 1, Electronic City,Bangalore",1200,3750.0
"Krishna paradise,Kaggadasapura, Bangalore","Krishna paradise,Kaggadasapura, Bangalore",1075,4460.0
"Aqua mansions,Murphy Town, Ulsoor,Bangalore","Aqua mansions,Murphy Town, Ulsoor,Bangalore",300,11670.0
"Chikkabidarakallu, Bangalore","Chikkabidarakallu, Bangalore",1800,4000.0
"Koti Hosahalli, Bangalore","Koti Hosahalli, Bangalore",1000,3000.0
"Basavanapura, Bangalore","Basavanapura, Bangalore",3680,3670.0
JDR Aadhitri,"Sunkalpalya, Bangalore",1225,4730.0
"Lakshmi Arcade,Belagumba, Bangalore","Lakshmi Arcade,Belagumba, Bangalore",1989,6030.0
"Divanarapalya, Yeshwanthpur,Bangalore","Divanarapalya, Yeshwanthpur,Bangalore",4600,4330.0
"Chiranjeevi Layout, Hebbal Kempapura,Bangalore","Chiranjeevi Layout, Hebbal Kempapura,Bangalore",2400,4580.0
Golden Pearl Apartment,"Devasandra, RMV Extension Stage 2,Bangalore",1100,6000.0
"Horamavu Agara, Horamavu,Bangalore","Horamavu Agara, Horamavu,Bangalore",2400,6670.0
"RT Nager, Bangalore","RT Nager, Bangalore",2600,12500.0
Hoysala Projects Commanders Retreat,"AMCO Colony, Koti Hosahalli,Bangalore",1400,5570.0
"Udayanagar Extension, Mahadevapura,Bangalore","Udayanagar Extension, Mahadevapura,Bangalore",1300,15380.0
"Magadi, Bangalore","Magadi, Bangalore",714,11900.0
VARS Fantasy,"Kodihalli, Bangalore",1750,7430.0
Prem Nivas,"Chinnayanpalya, Wilson Garden,Bangalore",1065,7980.0
"Janapriya Township,Byandahalli, Bangalore","Janapriya Township,Byandahalli, Bangalore",700,1710.0
"Postal Colony, Sanjaynagar,Bangalore","Postal Colony, Sanjaynagar,Bangalore",1200,21670.0
"Tharalu, Bangalore","Tharalu, Bangalore",3785,8320.0
"Jigani, Bangalore","Jigani, Bangalore",3500,2710.0
"N R COLONY,NR Colony, Basavanagudi,Bangalore","N R COLONY,NR Colony, Basavanagudi,Bangalore",1040,16500.0
"Bannerughatta, Bangalore","Bannerughatta, Bangalore",550,4360.0
"Veeranjinappa Layout, Abbigere,Bangalore","Veeranjinappa Layout, Abbigere,Bangalore",1200,5420.0
"Electronic City Phase II, Bangalore","Electronic City Phase II, Bangalore",600,4170.0
Mantri Terrace,"Ranka Colony, Bilekahalli,Bangalore",918,7080.0
"Kanakadasa Layout, Lingarajapuram,Bangalore","Kanakadasa Layout, Lingarajapuram,Bangalore",270,9630.0
"Ramanjaneyanagar, Chikkalasandra,Bangalore","Ramanjaneyanagar, Chikkalasandra,Bangalore",600,20830.0
"Suncity Apartment,Mattanahalli, Bangalore","Suncity Apartment,Mattanahalli, Bangalore",1671,7180.0
"Agrahara, Bangalore","Agrahara, Bangalore",1200,11250.0
Sai Residency,"Ayyappa Nagar, Krishnarajapura,Bangalore",1200,5170.0
"Srinivasa Nagar, Banashankari,Bangalore","Srinivasa Nagar, Banashankari,Bangalore",1000,15000.0
"Vallabh ,Simhadri Layout, Subramanyapura,Bangalore","Vallabh ,Simhadri Layout, Subramanyapura,Bangalore",1300,5770.0
"Hanumanthapura, Bangalore","Hanumanthapura, Bangalore",1320,18940.0
"Nanja Reddy Colony, Jeevanbheemanagar,Bangalore","Nanja Reddy Colony, Jeevanbheemanagar,Bangalore",5400,4630.0
"Hoskote, Bangalore","Hoskote, Bangalore",1230,7720.0
"Yelachanayakanapura, Bangalore","Yelachanayakanapura, Bangalore",3000,4830.0
Ittina Abby,"LBS Nagar, Kaggadasapura,Bangalore",1080,5280.0
"Biotech Park, Chandapura,Bangalore","Biotech Park, Chandapura,Bangalore",4900,2960.0
"Gollarapalya, Bangalore","Gollarapalya, Bangalore",2000,2350.0
"Moodalapalya, Vijayanagar,Bangalore","Moodalapalya, Vijayanagar,Bangalore",2000,4750.0
"Narasimhaswamy Nagar, Laggere,Bangalore","Narasimhaswamy Nagar, Laggere,Bangalore",14000,5710.0
"Bannerughatta, Bangalore","Bannerughatta, Bangalore",1200,9170.0
"aaysh d,HAL Airport Area, HAL,Bangalore","aaysh d,HAL Airport Area, HAL,Bangalore",1380,5070.0
"aayush,HAL Airport Area, HAL,Bangalore","aayush,HAL Airport Area, HAL,Bangalore",1400,5000.0
"Veer Sandra, Electronic City Phase II,Bangalore","Veer Sandra, Electronic City Phase II,Bangalore",35000,257000.0
Careal,"Electronic City Phase II, Bangalore",1040,4810.0
Purva Green Palm,"Kothanur, Bangalore",1232,7300.0
VARS Fantasy,"Kodihalli, Bangalore",1074,8570.0
"122b varthur road,Nagavarapalya, C V Raman Nagar,Bangalore","122b varthur road,Nagavarapalya, C V Raman Nagar,Bangalore",3320,15060.0
"Budigere, Bangalore","Budigere, Bangalore",2700,2520.0
"Madivala, Bangalore","Madivala, Bangalore",1350,18520.0
"SAPNA APARTMENT ,Hampapura, Bangalore","SAPNA APARTMENT ,Hampapura, Bangalore",760,3550.0
"sarayu enclave,Muthurayya Swamy Layout, Hulimavu,Bangalore","sarayu enclave,Muthurayya Swamy Layout, Hulimavu,Bangalore",15000,4000.0
"Devasandra, Mathikere,Bangalore","Devasandra, Mathikere,Bangalore",1200,8330.0
"Singanayakanahalli, Bangalore","Singanayakanahalli, Bangalore",700,7860.0
"Harapanahalli, Bangalore","Harapanahalli, Bangalore",1200,6040.0
"Vinobha Nagar, Kadugondanahalli,Bangalore","Vinobha Nagar, Kadugondanahalli,Bangalore",750,7600.0
"Kaval Bairasandra, Bangalore","Kaval Bairasandra, Bangalore",5000,17000.0
Subha Nandana by Subha Developers,"Gollahalli, Bangalore",965,4660.0
Janapriya Sai Darshan by Janapriya Engineers Syndicate,"Seegehalli, Bangalore",735,3790.0
"reliaable Tranquil,Hosapalya, Muneshwara Nagar,Bangalore","reliaable Tranquil,Hosapalya, Muneshwara Nagar,Bangalore",2225,16850.0
"Ramaswamipalya, Lingarajapuram,Bangalore","Ramaswamipalya, Lingarajapuram,Bangalore",1368,9870.0
"Kalasipalyam New Extension, Kalasipalayam,Bangalore","Kalasipalyam New Extension, Kalasipalayam,Bangalore",952,10500.0
"Maruthi Extension, Malur,Bangalore","Maruthi Extension, Malur,Bangalore",1225,6450.0
"Bandepalya, Muneshwara Nagar,Bangalore","Bandepalya, Muneshwara Nagar,Bangalore",1600,12500.0
"Narasimhaswamy Nagar, Laggere,Bangalore","Narasimhaswamy Nagar, Laggere,Bangalore",3000,4000.0
Janapriya Heights,"Shetty Halli, Jalahalli West,Bangalore",430,3490.0
KHB High Apartments,"Yelahanka Satellite Town, Bangalore",1089,5050.0
"Sahyadri Layout, Panduranga Nagar,Bangalore","Sahyadri Layout, Panduranga Nagar,Bangalore",2100,26290.0
"Seegehalli, Bangalore","Seegehalli, Bangalore",800,9380.0
Shirke Apartments,"Meenakshi Layout, Kengeri,Bangalore",300,3000.0
"Hennur, Bangalore","Hennur, Bangalore",5000,9000.0
"Hoskote, Bangalore","Hoskote, Bangalore",1980,8590.0
"Hejjala, Bangalore","Hejjala, Bangalore",2000,3500.0
Temple Tree Apartments,"Bommenahalli, Bangalore",765,17250.0
Temple Tree Apartments,"Bolamaranahalli, Bangalore",788,16880.0
"Mallasandra, Bangalore","Mallasandra, Bangalore",3500,2860.0
Ratnadeepak Lake View Apartment,"Anuradha Industrial Estate, Kumaraswamy Layout,Bangalore",1180,4550.0
"Sanjeevini Nagar,Lakshman Nagar, State Bank Of India Colony,Bangalore","Sanjeevini Nagar,Lakshman Nagar, State Bank Of India Colony,Bangalore",1600,3690.0
Flourish Excellency Davis,"Sagayapura, Richards Town,Bangalore",2500,6080.0
Ahad Euphoria by Ahad Builders Pvt Ltd,"Mattanahalli, Bangalore",638,8150.0
"Laxminarayana Layout, Munnekollal,Bangalore","Laxminarayana Layout, Munnekollal,Bangalore",1200,14330.0
"Shushruti Nagar, Byraveshwara Industrial Estate,Bangalore","Shushruti Nagar, Byraveshwara Industrial Estate,Bangalore",600,5670.0
"Manayata Tech Park, Thanisandra,Bangalore","Manayata Tech Park, Thanisandra,Bangalore",660,9850.0
"Biotech Park, Chandapura,Bangalore","Biotech Park, Chandapura,Bangalore",4400,3410.0
Artha Midas at Neo Smart City by Artha Property,"Hoskote, Bangalore",505,4360.0
"balaji layout,Dodpete, Nagarathpet,Bangalore","balaji layout,Dodpete, Nagarathpet,Bangalore",2800,3390.0
"Upparahalli, Bangalore","Upparahalli, Bangalore",1100,7730.0
Artha Midas at Neo Smart City,"Cholappanahalli, Bangalore",600,3670.0
Fortune Hestia,"Gopasandra, Bangalore",3600,7530.0
"Kamakshipalya, Bangalore","Kamakshipalya, Bangalore",2880,5210.0
"Meenakshi Layout, Kengeri,Bangalore","Meenakshi Layout, Kengeri,Bangalore",1082,4070.000000000001
SLS Silver Oak,"Sonappa Layout, Virupakshapura,Bangalore",1269,4330.0
"Laxminarayana Layout, Munnekollal,Bangalore","Laxminarayana Layout, Munnekollal,Bangalore",1200,14330.0
"Rajendra Nagar, Adugodi,Bangalore","Rajendra Nagar, Adugodi,Bangalore",300,22480.0
"Kumaresh Gokulam Building ,Akshaya Vana, Akshayanagar,Bangalore","Kumaresh Gokulam Building ,Akshaya Vana, Akshayanagar,Bangalore",3400,4120.0
"Indira Puram, Devara Jeevanahalli,Bangalore","Indira Puram, Devara Jeevanahalli,Bangalore",1000,6000.0
"ITI Employees Layout, Mallathahalli,Bangalore","ITI Employees Layout, Mallathahalli,Bangalore",2160,6940.0
"Vinobha Nagar, Kadugondanahalli,Bangalore","Vinobha Nagar, Kadugondanahalli,Bangalore",1200,5250.0
"Magadi main road,Kempegowdanagar, Byadarahalli,Bangalore","Magadi main road,Kempegowdanagar, Byadarahalli,Bangalore",4400,3640.0
"Govi Bl,Stage 2, BTM Layout,Bangalore","Govi Bl,Stage 2, BTM Layout,Bangalore",1260,9920.0
"Ridaa Residency,RR Nagar, Bangalore","Ridaa Residency,RR Nagar, Bangalore",1850,4590.0
Silver Crown,"Lakedew Residency- Phase 2, Harlur,Bangalore",1050,5050.0
"Goni bliss,Stage 2, BTM Layout,Bangalore","Goni bliss,Stage 2, BTM Layout,Bangalore",1260,9920.0
Ardente Pine Grove by Ardente ,"Mattanahalli, Bangalore",1974,4560.0
"Chinnapa Garden, Benson Town,Bangalore","Chinnapa Garden, Benson Town,Bangalore",3600,5420.0
"Bettadasanapura, Bangalore","Bettadasanapura, Bangalore",400,6000.0
Gaana Riddhi,"Mutharayana Nagar, Gnana Bharathi,Bangalore",625,4960.0
"Rainbow Garden Layout, Bangalore","Rainbow Garden Layout, Bangalore",5500,1730.0
"Sampurna 4 ,Malleswaram, Bangalore","Sampurna 4 ,Malleswaram, Bangalore",1050,10480.0
"Upparahalli, Bangalore","Upparahalli, Bangalore",2000,4450.0
Vandana Elite,"Jakkasandra Extension, Koramangala,Bangalore",1287,6370.0
Jaya Sapphire Apartment,"Varsova Layout, Kaggadasapura,Bangalore",1170,4270.0
"Horamavu Agara, Horamavu,Bangalore","Horamavu Agara, Horamavu,Bangalore",3500,4290.0
"Sai bakery,Laxminarayana Layout, Munnekollal,Bangalore","Sai bakery,Laxminarayana Layout, Munnekollal,Bangalore",1200,14580.0
"Ramasandra, Bangalore","Ramasandra, Bangalore",2200,3410.0
"Hampapura, Bangalore","Hampapura, Bangalore",1200,11250.0
"Hemmigepura, Bangalore","Hemmigepura, Bangalore",600,15000.0
"Dodpete, Nagarathpet,Bangalore","Dodpete, Nagarathpet,Bangalore",1500,8000.0
"New Guddadahalli, Guddadahalli,Bangalore","New Guddadahalli, Guddadahalli,Bangalore",1500,16670.0
"Dodda Nekkundi Extension, Kartik Nagar,Bangalore","Dodda Nekkundi Extension, Kartik Nagar,Bangalore",6000,5170.0
Sowparnika Ananda,"Kada Agrahara, Bangalore",1333,3380.0
"BEML Layout, Bagalur,Bangalore","BEML Layout, Bagalur,Bangalore",3450,4640.0
"Nandini Layout, Bangalore","Nandini Layout, Bangalore",2000,14000.0
Chartered Madhura,"Simhadri Layout, Uttarahalli Hobli,Bangalore",700,7860.0
"Nandi Durga Road Extension, Jayamahal,Bangalore","Nandi Durga Road Extension, Jayamahal,Bangalore",3600,5530.0
"Magadi, Bangalore","Magadi, Bangalore",2700,7040.0
"Pantarapalya, Nayandahalli,Bangalore","Pantarapalya, Nayandahalli,Bangalore",1200,11670.0
"Basapura, Bangalore","Basapura, Bangalore",4500,5550.0
"Kodigehalli, Bangalore","Kodigehalli, Bangalore",2030,3400.0
"Magadi, Bangalore","Magadi, Bangalore",2700,7040.0
"Chandra Nagar, Kumaraswamy Layout,Bangalore","Chandra Nagar, Kumaraswamy Layout,Bangalore",350,10000.0
"Laxminarayana Layout, Munnekollal,Bangalore","Laxminarayana Layout, Munnekollal,Bangalore",1200,14420.0
"Kodihalli, Bangalore","Kodihalli, Bangalore",1000,8000.0
Vaswani Reserve,"Mitganahalli, Bellahalli,Bangalore",2030,9110.0
JR Meadows Phase 3,"Neraluru, Bangalore",5160,4460.0
Godrej Air,"Seetharampalya, Hoodi,Bangalore",1208,11590.0
"GM Infinite Elegance Tower,Stage 2, BTM Layout,Bangalore","GM Infinite Elegance Tower,Stage 2, BTM Layout,Bangalore",500,8000.0
"Naganathapura, Rayasandra,Bangalore","Naganathapura, Rayasandra,Bangalore",720,10690.0
"Narayanapura, Bangalore","Narayanapura, Bangalore",900,10890.0
"Lakshmipura, Bangalore","Lakshmipura, Bangalore",3000,5170.0
Prem Nivas,"Lakkasandra Extension, Wilson Garden,Bangalore",1100,7270.0
"Attibele Industrial Area, Bangalore","Attibele Industrial Area, Bangalore",600,8330.0
"Aivarkhandpur, Bangalore","Aivarkhandpur, Bangalore",800,13750.0
Bhartiya Nikoo Homes 2,"Devin Paradise Enclave, Tirumanahalli,Bangalore",650,10000.0
Synergy Suites,"Embassy Golf Links Business Park, Challaghatta,Bangalore",1489,5040.0
Raja Sannidhi Phase -II by Raja Housing ,"Koppa Gate, Bangalore",1334,4120.0
Aashish Woods by Aashish Developer and Builders,"Kamanahalli, Bangalore",2600,57690.0
"Sri Balaji Krupa Layout, R.K. Hegde Nagar,Bangalore","Sri Balaji Krupa Layout, R.K. Hegde Nagar,Bangalore",4900,4790.0
"BDA Lay Out, Chandra Layout Extension,Bangalore","BDA Lay Out, Chandra Layout Extension,Bangalore",2800,12500.0
"Jayamahal Extension, Jayamahal,Bangalore","Jayamahal Extension, Jayamahal,Bangalore",3500,17860.0
"Veer Sandra, Electronic City Phase II,Bangalore","Veer Sandra, Electronic City Phase II,Bangalore",3500,2570.0
"Shingapura, Bangalore","Shingapura, Bangalore",2400,4790.0
"OMBR Layout, Banaswadi,Bangalore","OMBR Layout, Banaswadi,Bangalore",4000,4000.0
"Corporation Colony, Ulsoor,Bangalore","Corporation Colony, Ulsoor,Bangalore",1025,13660.0
"Narasimhaswamy Nagar, Laggere,Bangalore","Narasimhaswamy Nagar, Laggere,Bangalore",600,20000.0
Spartan Heights,"Shanthala Nagar, Ashok Nagar,Bangalore",1215,11520.0
"Rayasandra, Bangalore","Rayasandra, Bangalore",1850,4860.0
PSR Aster by PSR Groups,"Mattanahalli, Bangalore",1340,5600.0
"Hampapura, Bangalore","Hampapura, Bangalore",2800,20540.0
"Singapura Village, Varadharaja Nagar,Bangalore","Singapura Village, Varadharaja Nagar,Bangalore",4350,5170.0
"Dasarahalli, Bangalore","Dasarahalli, Bangalore",1050,11430.0
"Settihalli Kere, Jalahalli,Bangalore","Settihalli Kere, Jalahalli,Bangalore",1200,4580.0
"Mutharayana Nagar, Gnana Bharathi,Bangalore","Mutharayana Nagar, Gnana Bharathi,Bangalore",600,3250.0
"Tata New Haven,Dasanapura, Bangalore","Tata New Haven,Dasanapura, Bangalore",708,4940.0
"artha ,Hoskote, Bangalore","artha ,Hoskote, Bangalore",692,4770.0
"Maralakunte, Bangalore","Maralakunte, Bangalore",625,5760.0
"SLV Nivasa,Singapura Village, Varadharaja Nagar,Bangalore","SLV Nivasa,Singapura Village, Varadharaja Nagar,Bangalore",1200,5000.0
"Srikrupa Layout, Abbigere, Abbigere,Bangalore","Srikrupa Layout, Abbigere, Abbigere,Bangalore",840,8990.0
Infiniti,"Kodandarama Nagar, KPC Layout,Bangalore",1892,7130.0
BDA Commercial Complex,"Harsha Layout, Kengeri Satellite Town,Bangalore",600,5830.0
"Chikkabettahalli, Bangalore","Chikkabettahalli, Bangalore",1200,13330.0
"Ullal Uppanagar, Bangalore","Ullal Uppanagar, Bangalore",2400,5630.0
"Gated community villas plots ,Kambipura, Bangalore","Gated community villas plots ,Kambipura, Bangalore",600,3830.0
Janapriya Heavens,"Allalasandra, Bangalore",1180,4410.0
"Srigandha Nagar, Hegganahalli,Bangalore","Srigandha Nagar, Hegganahalli,Bangalore",1200,15420.0
Clear Early Bird Plot,"Mullur, Bangalore",1225,20410.0
"Bettadasanapura, Bangalore","Bettadasanapura, Bangalore",3000,3170.0
Nandi Woods,"Phase 2, Tejaswini Nagar,Bangalore",1390,4680.0
"Kanaka Nagar, NRI Layout,Bangalore","Kanaka Nagar, NRI Layout,Bangalore",1200,5750.0
"Banglore,Kada Agrahara, Bangalore","Banglore,Kada Agrahara, Bangalore",1000,3300.0
Acropolis,"Chikku Lakshmaiah Layout, Adugodi,Bangalore",5100,20590.0
"Srinivasa Nagar, Banashankari,Bangalore","Srinivasa Nagar, Banashankari,Bangalore",1200,9000.0
Spectra Raintree,"Joseph Reddy Layout, Lingarajapuram,Bangalore",720,12080.0
Harmony Apartment,"HRBR Layout, Kalyan Nagar,Bangalore",705,7090.0
"VISL Layout, Talaghattapura,Bangalore","VISL Layout, Talaghattapura,Bangalore",1800,7220.0
Elite,"OMBR Layout, Banaswadi,Bangalore",1025,8680.0
"Stage 2, BTM Layout,Bangalore","Stage 2, BTM Layout,Bangalore",2500,12600.0
