id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian
1067,440,277,"Olsen, Gregory Hammond","Olsen, Gregory Hammond",male,1945,U.S.,civilian
1068,441,2,"Fei, Junlong",费俊龙,male,1966,China,military
1069,442,3,Nie Haisheng,聂海胜,male,1964,China,military
1070,442,3,Nie Haisheng,聂海胜,male,1964,China,military
1071,443,1,"Pontes, Marcos Cesar","Pontes, Marcos Cesar",male,1963,Brazil,military
1072,444,278,"Fossum, Michael E.","Fossum, Michael E.",male,1957,U.S.,civilian
1073,444,278,"Fossum, Michael E.","Fossum, Michael E.",male,1957,U.S.,civilian
1074,444,278,"Fossum, Michael E.","Fossum, Michael E.",male,1957,U.S.,civilian
1075,445,279,"Nowak, Lisa M.","Nowak, Lisa M.",female,1963,U.S.,military
1076,446,280,"Wilson, Stephanie D.","Wilson, Stephanie D.",female,1966,U.S.,civilian
1077,446,280,"Wilson, Stephanie D.","Wilson, Stephanie D.",female,1966,U.S.,civilian
1078,446,280,"Wilson, Stephanie D.","Wilson, Stephanie D.",female,1966,U.S.,civilian
1079,447,281,"Ferguson, Christopher J.","Ferguson, Christopher J.",male,1961,U.S.,military
1080,447,281,"Ferguson, Christopher J.","Ferguson, Christopher J.",male,1961,U.S.,military
1081,447,281,"Ferguson, Christopher J.","Ferguson, Christopher J.",male,1961,U.S.,military
1082,448,282,"Stefanyshyn-Piper, Heidemarie M.","Stefanyshyn-Piper, Heidemarie M.",female,1963,U.S.,military
1083,448,282,"Stefanyshyn-Piper, Heidemarie M.","Stefanyshyn-Piper, Heidemarie M.",female,1963,U.S.,military
1084,449,283,"Ansari, Anousheh",انوشه انصاری,female,1966,U.S.,civilian
1085,450,284,"Oefelein, William A.","Oefelein, William A.",male,1965,U.S.,military
1086,451,285,"Patrick, Nicholas J. M.","Patrick, Nicholas J. M.",male,1964,U.K./U.S.,civilian
1087,451,285,"Patrick, Nicholas J. M.","Patrick, Nicholas J. M.",male,1964,U.K./U.S.,civilian
1088,452,1,Christer Fuglesang,Christer Fuglesang,male,1957,Sweden,civilian
1089,452,1,Christer Fuglesang,Christer Fuglesang,male,1957,Sweden,civilian
1090,453,286,"Higginbotham, Joan E.","Higginbotham, Joan E.",female,1964,U.S.,civilian
1091,454,287,"Williams, Sunita L.","Williams, Sunita L.",female,1965,U.S.,military
1092,454,287,"Williams, Sunita L.","Williams, Sunita L.",female,1965,U.S.,military
1093,455,100,"Kotov, Oleg",Олег Валериевич Котов,male,1965,U.S.S.R/Russia,military
1094,455,100,"Kotov, Oleg",Олег Валериевич Котов,male,1965,U.S.S.R/Russia,military
1095,455,100,"Kotov, Oleg",Олег Валериевич Котов,male,1965,U.S.S.R/Russia,military
1096,456,288,"Simonyi, Charles (Karoly)","Simonyi, Charles (Karoly)",male,1948,U.S.,civilian
1097,456,288,"Simonyi, Charles (Karoly)","Simonyi, Charles (Karoly)",male,1948,U.S.,civilian
1098,457,289,"Archambault, Lee J.","Archambault, Lee J.",male,1960,U.S.,military
1099,457,289,"Archambault, Lee J.","Archambault, Lee J.",male,1960,U.S.,military
1100,458,290,"Swanson, Steven R.","Swanson, Steven R.",male,1960,U.S.,civilian
1101,458,290,"Swanson, Steven R.","Swanson, Steven R.",male,1960,U.S.,civilian
1102,458,290,"Swanson, Steven R.","Swanson, Steven R.",male,1960,U.S.,civilian
1103,459,291,"Olivas, John D.","Olivas, John D.",male,1965,U.S.,civilian
1104,459,291,"Olivas, John D.","Olivas, John D.",male,1965,U.S.,civilian
1105,460,292,"Anderson, Clayton C.","Anderson, Clayton C.",male,1959,U.S.,civilian
1106,460,292,"Anderson, Clayton C.","Anderson, Clayton C.",male,1959,U.S.,civilian
1107,461,293,"Caldwell, Tracy E.","Caldwell, Tracy E.",female,1969,U.S.,civilian
1108,461,293,"Caldwell, Tracy E.","Caldwell, Tracy E.",female,1969,U.S.,civilian
1109,462,294,"Drew, Alvin Benjamin","Drew, Alvin B.",male,1962,U.S.,military
1110,462,294,"Drew, Alvin Benjamin","Drew, Alvin B.",male,1962,U.S.,military
1111,463,295,"Morgan, Barbara R.","Morgan, Barbara R.",female,1951,U.S.,civilian
1112,464,1,"Shukor, Sheikh Muszaphar","Shukor, Sheikh Muszaphar",male,1972,Malysia,civilian
1113,465,296,"Zamka, George D.","Zamka, George D.",male,1962,U.S.,military
1114,465,296,"Zamka, George D.","Zamka, George D.",male,1962,U.S.,military
1115,466,297,"Wheelock, Douglas H.","Wheelock, Douglas H.",male,1960,U.S.,military
1116,466,297,"Wheelock, Douglas H.","Wheelock, Douglas H.",male,1960,U.S.,military
1117,467,5,"Nespoli, Paolo A.","Nespoli, Paolo A.",male,1957,Italy,military
1118,467,5,"Nespoli, Paolo A.","Nespoli, Paolo A.",male,1957,Italy,military
1119,467,5,"Nespoli, Paolo A.","Nespoli, Paolo A.",male,1957,Italy,military
1120,468,298,"Poindexter, Alan G.","Poindexter, Alan G.",male,1961,U.S.,military
1121,468,298,"Poindexter, Alan G.","Poindexter, Alan G.",male,1961,U.S.,military
1122,469,299,"Melvin, Leland D.","Melvin, Leland D.",male,1964,U.S.,civilian
1123,469,299,"Melvin, Leland D.","Melvin, Leland D.",male,1964,U.S.,civilian
1124,470,300,"Love, Stanley G.","Love, Stanley G.",male,1965,U.S.,civilian
1125,471,301,"Johnson, Gregory H.","Johnson, Gregory H.",male,1962,U.S.,military
1126,471,301,"Johnson, Gregory H.","Johnson, Gregory H.",male,1962,U.S.,military
1127,472,302,"Behnken, Robert L.","Behnken, Robert L.",male,1970,U.S.,military
1128,472,302,"Behnken, Robert L.","Behnken, Robert L.",male,1970,U.S.,military
1129,473,303,"Foreman, Michael J.","Foreman, Michael J.",male,1957,U.S.,military
1130,473,303,"Foreman, Michael J.","Foreman, Michael J.",male,1957,U.S.,military
1131,474,304,"Reisman, Garrett E.","Reisman, Garrett E.",male,1968,U.S.,civilian
1132,474,304,"Reisman, Garrett E.","Reisman, Garrett E.",male,1968,U.S.,civilian
1133,475,101,"Volkov, Sergei",Сергей Александрович Волков,male,1973,U.S.S.R/Russia,military
1134,475,101,"Volkov, Sergei",Сергей Александрович Волков,male,1973,U.S.S.R/Russia,military
1135,475,101,"Volkov, Sergei",Сергей Александрович Волков,male,1973,U.S.S.R/Russia,military
1136,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,U.S.S.R/Russia,military
1137,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,U.S.S.R/Russia,military
1138,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,U.S.S.R/Russia,military
1139,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,U.S.S.R/Russia,military
1140,477,1,"Yi, Soyeon (Lee So-hyun)",이소연,female,1978,Korea,civilian
1141,478,305,"Ham, Kenneth T.","Ham, Kenneth T.",male,1964,U.S.,military
1142,478,305,"Ham, Kenneth T.","Ham, Kenneth T.",male,1964,U.S.,military
1143,479,306,"Nyberg, Karen L.","Nyberg, Karen L.",female,1969,U.S.,civilian
1144,479,306,"Nyberg, Karen L.","Nyberg, Karen L.",female,1969,U.S.,civilian
1145,480,307,"Garan, Ronald J., Jr.","Garan, Ronald J., Jr.",male,1961,U.S.,military
1146,480,307,"Garan, Ronald J., Jr.","Garan, Ronald J., Jr.",male,1961,U.S.,military
1147,481,7,"Hoshide, Akihiko",星出彰彦,male,1968,Japan,civilian
1148,481,7,"Hoshide, Akihiko",星出彰彦,male,1968,Japan,civilian
1149,482,308,"Chamitoff, Gregory","Chamitoff, Gregory",male,1962,U.S.,civilian
1150,482,308,"Chamitoff, Gregory","Chamitoff, Gregory",male,1962,U.S.,civilian
1151,483,4,"Zhai, Zhigang",翟志刚,male,1966,China,military
1152,484,5,"Liu, Boming",刘伯明,male,1966,China,military
1153,485,6,"Jing, Haipeng",景海鹏,male,1966,China,military
1154,485,6,"Jing, Haipeng",景海鹏,male,1966,China,military
1155,485,6,"Jing, Haipeng",景海鹏,male,1966,China,military
1156,486,309,"Garriott, Richard Allen","Garriott, Richard Allen",male,1961,U.K./U.S.,civilian
1157,487,310,"Boe, Eric A.","Boe, Eric A.",male,1964,U.S.,military
1158,487,310,"Boe, Eric A.","Boe, Eric A.",male,1964,U.S.,military
1159,488,311,"Bowen, Stephen G.","Bowen, Stephen G.",male,1964,U.S.,military
1160,488,311,"Bowen, Stephen G.","Bowen, Stephen G.",male,1964,U.S.,military
1161,488,311,"Bowen, Stephen G.","Bowen, Stephen G.",male,1964,U.S.,military
1162,489,312,"Kimbrough, Robert S.","Kimbrough, Robert S.",male,1967,U.S.,military
1163,489,312,"Kimbrough, Robert S.","Kimbrough, Robert S.",male,1967,U.S.,military
1164,490,313,"Antonelli, Dominic A.","Antonelli, Dominic A.",male,1967,U.S.,military
1165,490,313,"Antonelli, Dominic A.","Antonelli, Dominic A.",male,1967,U.S.,military
1166,491,314,"Acaba, Joseph M.","Acaba, Joseph M.",male,1967,U.S.,civilian
1167,491,314,"Acaba, Joseph M.","Acaba, Joseph M.",male,1967,U.S.,civilian
1168,491,314,"Acaba, Joseph M.","Acaba, Joseph M.",male,1967,U.S.,civilian
1169,492,315,"Arnold, Richard R., II","Arnold, Richard R., II",male,1963,U.S.,civilian
1170,492,315,"Arnold, Richard R., II","Arnold, Richard R., II",male,1963,U.S.,civilian
1171,493,316,"Barratt, Michael R.","Barratt, Michael R.",male,1959,U.S.,civilian
1172,493,316,"Barratt, Michael R.","Barratt, Michael R.",male,1959,U.S.,civilian
1173,494,317,"Johnson, Gregory C.","Johnson, Gregory C.",male,1954,U.S.,civilian
1174,495,318,"Good, Michael T.","Good, Michael T.",male,1962,U.S.,military
1175,495,318,"Good, Michael T.","Good, Michael T.",male,1962,U.S.,military
1176,496,319,"McArthur, K. Megan","McArthur, K. Megan",female,1971,U.S.,civilian
1177,497,320,"Feustel, Andrew J.","Feustel, Andrew J.",male,1965,U.S.,civilian
1178,497,320,"Feustel, Andrew J.","Feustel, Andrew J.",male,1965,U.S.,civilian
1179,497,320,"Feustel, Andrew J.","Feustel, Andrew J.",male,1965,U.S.,civilian
1180,498,103,"Romanenko, Roman",Роман Юрьевич Романенко,male,1971,U.S.S.R/Russia,military
1181,498,103,"Romanenko, Roman",Роман Юрьевич Романенко,male,1971,U.S.S.R/Russia,military
1182,499,321,"Hurley, Douglas G.","Hurley, Douglas G.",male,1966,U.S.,military
1183,499,321,"Hurley, Douglas G.","Hurley, Douglas G.",male,1966,U.S.,military
1184,500,322,"Cassidy, Christopher J.","Cassidy, Christopher J.",male,1970,U.S.,military
1185,500,322,"Cassidy, Christopher J.","Cassidy, Christopher J.",male,1970,U.S.,military
1186,501,323,"Marshburn, Thomas H.","Marshburn, Thomas H.",male,1960,U.S.,military
1187,501,323,"Marshburn, Thomas H.","Marshburn, Thomas H.",male,1960,U.S.,military
1188,502,324,"Kopra, Timothy L.","Kopra, Timothy L.",male,1963,U.S.,military
1189,502,324,"Kopra, Timothy L.","Kopra, Timothy L.",male,1963,U.S.,military
1190,503,324,"Ford, Kevin A.","Ford, Kevin A.",male,1960,U.S.,military
1191,503,324,"Ford, Kevin A.","Ford, Kevin A.",male,1960,U.S.,military
1192,504,326,"Hernandez, Jose M.","Hernandez, Jose M.",male,1962,U.S.,civilian
1193,505,327,"Stott, Nicole P.","Stott, Nicole P.",female,1962,U.S.,civilian
1194,505,327,"Stott, Nicole P.","Stott, Nicole P.",female,1962,U.S.,civilian
1195,506,104,"Surayev, Maksim",Максим Викторович Сураев,male,1972,U.S.S.R/Russia,military
1196,506,104,"Surayev, Maksim",Максим Викторович Сураев,male,1972,U.S.S.R/Russia,military
1197,507,9,Guy Laliberte,Guy Laliberte,male,1959,Canada,civilian
1198,508,328,"Wilmore, Barry E.","Wilmore, Barry E.",male,1962,U.S.,military
1199,508,328,"Wilmore, Barry E.","Wilmore, Barry E.",male,1962,U.S.,military
1200,509,329,"Bresnik, Randolph J.","Bresnik, Randolph J.",male,1967,U.S.,military
1201,509,329,"Bresnik, Randolph J.","Bresnik, Randolph J.",male,1967,U.S.,military
1202,510,330,"Satcher, Robert L.","Satcher, Robert L.",male,1965,U.S.,civilian
1203,511,331,"Creamer, Timothy J.","Creamer, Timothy J.",male,1959,U.S.,military
1204,512,332,"Virts, Terry W., Jr.","Virts, Terry W., Jr.",male,1967,U.S.,military
1205,512,332,"Virts, Terry W., Jr.","Virts, Terry W., Jr.",male,1967,U.S.,military
1206,513,105,"Skvortsov, Aleksandr Jr.",Александр Александрович Скворцов,male,1966,U.S.S.R/Russia,military
1207,513,105,"Skvortsov, Aleksandr Jr.",Александр Александрович Скворцов,male,1966,U.S.S.R/Russia,military
1208,513,105,"Skvortsov, Aleksandr Jr.",Александр Александрович Скворцов,male,1966,U.S.S.R/Russia,military
1209,514,106,"Korniyenko, Mikhail",Михаил Борисович Корниенко,male,1960,U.S.S.R/Russia,civilian
1210,514,106,"Korniyenko, Mikhail",Михаил Борисович Корниенко,male,1960,U.S.S.R/Russia,civilian
1211,515,333,"Dutton, James P.","Dutton, James P.",male,1968,U.S.,military
1212,516,334,"Metcalf-Lindenburger, Dorothy M.","Metcalf-Lindenburger, Dorothy M.",female,1975,U.S.,civilian
1213,517,8,"Yamazaki, Naoko",山崎直子,female,1970,Japan,civilian
1214,518,335,"Walker, Shannon","Walker, Shannon",female,1965,U.S.,civilian
1215,519,107,"Skripochka, Oleg",Олег Иванович Скрипочка,male,1969,U.S.S.R/Russia,civilian
1216,519,107,"Skripochka, Oleg",Олег Иванович Скрипочка,male,1969,U.S.S.R/Russia,civilian
1217,519,107,"Skripochka, Oleg",Олег Иванович Скрипочка,male,1969,U.S.S.R/Russia,civilian
1218,520,108,"Kondratyev, Dmitri",Дмитрий Юрьевич Кондратьев,male,1969,U.S.S.R/Russia,military
1219,521,109,"Samokutyayev, Aleksandr",Александр Михайлович Самокутяев,male,1970,U.S.S.R/Russia,military
1220,521,109,"Samokutyayev, Aleksandr",Александр Михайлович Самокутяев,male,1970,U.S.S.R/Russia,military
1221,522,110,"Borisenko, Andrei",Андрей Иванович Борисенко,male,1964,U.S.S.R/Russia,military
1222,522,110,"Borisenko, Andrei",Андрей Иванович Борисенко,male,1964,U.S.S.R/Russia,military
1223,523,9,"Furukawa, Satoshi",古川聡,male,1964,Japan,civilian
1224,524,111,"Shkaplerov, Anton",Антон Николаевич Шкаплеров,male,1972,U.S.S.R/Russia,military
1225,524,111,"Shkaplerov, Anton",Антон Николаевич Шкаплеров,male,1972,U.S.S.R/Russia,military
1226,524,111,"Shkaplerov, Anton",Антон Николаевич Шкаплеров,male,1972,U.S.S.R/Russia,military
1227,525,112,"Ivanishin, Anatoli",Анатолий Алексеевич Иванишин,male,1969,U.S.S.R/Russia,military
1228,525,112,"Ivanishin, Anatoli",Анатолий Алексеевич Иванишин,male,1969,U.S.S.R/Russia,military
1229,526,113,"Revin, Sergei",Сергей Николаевич Ревин,male,1966,U.S.S.R/Russia,civilian
1230,527,7,"Liu, Wang",刘旺,male,1969,China,military
1231,528,8,"Liu, Yang",刘洋,female,1978,China,military
1232,529,114,"Novitski, Oleg",Олег Викторович Новицкий,male,1971,U.S.S.R/Russia,military
1233,529,114,"Novitski, Oleg",Олег Викторович Новицкий,male,1971,U.S.S.R/Russia,military
1234,530,115,"Tarelkin, Yevgeni",Евгений Игоревич Тарелкин,male,1974,U.S.S.R/Russia,military
1235,531,116,"Misurkin, Aleksandr",Александр Александрович Мисуркин,male,1977,U.S.S.R/Russia,military
1236,531,116,"Misurkin, Aleksandr",Александр Александрович Мисуркин,male,1977,U.S.S.R/Russia,military
1237,532,6,"Parmitano, Luca","Parmitano, Luca",male,1976,Italy,military
1238,532,6,"Parmitano, Luca","Parmitano, Luca",male,1976,Italy,military
1239,533,9,"Zhang, Xiaoguang",张晓光,male,1968,China,military
1240,534,10,"Wang, Yapi",王亚平,male,1980,China,military
1241,535,117,"Ryazanski, Sergei",Сергей Николаевич Рязанский,male,1974,U.S.S.R/Russia,civilian
1242,535,117,"Ryazanski, Sergei",Сергей Николаевич Рязанский,male,1974,U.S.S.R/Russia,civilian
1243,536,336,"Hopkins, Michael Scott","Hopkins, Michael Scott",male,1968,U.S.,military
1244,537,118,"Artemyev, Oleg",Олег Германович Артемьев,male,1970,U.S.S.R/Russia,military
1245,537,118,"Artemyev, Oleg",Олег Германович Артемьев,male,1970,U.S.S.R/Russia,military
1246,538,337,"Wiseman, Gregory Reid","Wiseman, Gregory Reid",male,1975,U.S.,military
1247,539,11,"Gerst, Alexander","Gerst, Alexander",male,1976,Germany,civilian
1248,539,11,"Gerst, Alexander","Gerst, Alexander",male,1976,Germany,civilian
1249,540,119,"Serova, Yelena",Елена Олеговна Серова,female,1976,U.S.S.R/Russia,civilian
1250,541,7,"Cristofretti, Samantha","Cristofretti, Samantha",female,1977,Italy,military
1251,542,10,"Yui, Kimiya",油井亀美也,male,1970,Japan,military
1252,543,338,"Lindgren, Kjell Norwood","Lindgren, Kjell Norwood",male,1973,U.S.,military
1253,544,1,"Mogensen, Andreas","Mogensen, Andreas",male,1976,Denmark,civilian
1254,545,1,Aidyn (Aydyn) Akanovich Aimbetov,Айдын Ақанұлы Айымбетов,male,1972,Kazakhstan,military
1255,546,2,"Peake, Timothy Nigel","Peake, Timothy Nigel",male,1972,U.K.,military
1256,547,120,"Ovchinin, Aleksey",Алексей Николаевич Овчинин,male,1971,U.S.S.R/Russia,military
1257,547,120,"Ovchinin, Aleksey",Алексей Николаевич Овчинин,male,1971,U.S.S.R/Russia,military
1258,547,120,"Ovchinin, Aleksey",Алексей Николаевич Овчинин,male,1971,U.S.S.R/Russia,military
1259,548,11,"Onishi, Takuya",大西卓哉,male,1975,Japan,civilian
1260,549,339,"Rubins, Kathleen","Rubins, Kathleen",female,1978,U.S.,civilian
1261,550,11,"Chen, Dong",陈冬,male,1978,China,military
1262,551,121,"Ryzhikov, Sergey",Сергей Николаевич Рыжиков,male,1974,U.S.S.R/Russia,military
1263,552,121,"Pesquet, Thomas","Pesquet, Thomas",male,1978,France,civilian
1264,553,340,"Fischer, Jack","Fischer, Jack",male,1974,U.S.,military
1265,554,341,"Vande Hei, Mark","Vande Hei, Mark",male,1966,U.S.,military
1266,555,342,"Tingle, Scott","Tingle, Scott",male,1965,U.S.,military
1267,556,12,"Kanai, Norishige",金井宣茂,male,1976,Japan,civilian
1268,557,122,"Prokopyev, Sergei",Сергей Валерьевич Прокопьев,male,1975,U.S.S.R/Russia,military
1269,558,343,"Auñón-Chancellor, Serena","Auñón-Chancellor, Serena",female,1976,U.S.,civilian
1270,559,344,"Hague, Tyler","Hague, Tyler",male,1975,U.S.,military
1271,559,433,"Hague, Tyler","Hague, Tyler",male,1975,U.S.,military
1272,560,10,"Saint-Jaques, David","Saint-Jaques, David",male,1970,Canada,civilian
1273,561,345,"McClain, Anne Charlotte","McClain, Anne Charlotte",female,1979,U.S.,military
1274,562,346,"Koch, Christina","Koch, Christina",female,1979,U.S.,civilian
1275,563,347,"Morgan, Andrew","Morgan, Andrew",male,1976,U.S.,military
1276,564,348,"Meir, Jessica","Meir, Jessica",female,1977,U.S.,civilian
1277,565,1,"Al Mansoori, Hazzaa",هَزَّاع ٱلْمَنْصُوْرِي,male,1983,UAE,military
