id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian
1,1,1,"Gagarin, Yuri",ГАГАРИН Юрий Алексеевич,male,1934,U.S.S.R/Russia,military
2,2,2,"Titov, Gherman",ТИТОВ Герман Степанович,male,1935,U.S.S.R/Russia,military
3,3,1,"Glenn, John H., Jr.","Glenn, John H., Jr.",male,1921,U.S.,military
4,3,1,"Glenn, John H., Jr.","Glenn, John H., Jr.",male,1921,U.S.,military
5,4,2,"Carpenter, M. Scott","Carpenter, M. Scott",male,1925,U.S.,military
6,5,2,"Nikolayev, Andriyan",НИКОЛАЕВ Андриян Григорьевич,male,1929,U.S.S.R/Russia,military
7,5,2,"Nikolayev, Andriyan",НИКОЛАЕВ Андриян Григорьевич,male,1929,U.S.S.R/Russia,military
8,6,4,"Popovich, Pavel",ПОПОВИЧ Павел Романович,male,1930,U.S.S.R/Russia,military
9,6,4,"Popovich, Pavel",ПОПОВИЧ Павел Романович,male,1930,U.S.S.R/Russia,military
10,7,3,"Schirra, Walter M., Jr.","Schirra, Walter M., Jr.",male,1923,U.S.,military
11,7,3,"Schirra, Walter M., Jr.","Schirra, Walter M., Jr.",male,1923,U.S.,military
12,7,3,"Schirra, Walter M., Jr.","Schirra, Walter M., Jr.",male,1923,U.S.,military
13,8,4,"Cooper, L. Gordon, Jr.","Cooper, L. Gordon, Jr.",male,1927,U.S.,military
14,8,4,"Cooper, L. Gordon, Jr.","Cooper, L. Gordon, Jr.",male,1927,U.S.,military
15,9,5,"Bykovsky, Valery",БЫКОВСКИЙ Валерий Федорович,male,1934,U.S.S.R/Russia,military
16,9,5,"Bykovsky, Valery",БЫКОВСКИЙ Валерий Федорович,male,1934,U.S.S.R/Russia,military
17,9,5,"Bykovsky, Valery",БЫКОВСКИЙ Валерий Федорович,male,1934,U.S.S.R/Russia,military
18,10,6,"Tereshkova, Valentina",ТЕРЕШКОВА Валентина Владимировна,female,1937,U.S.S.R/Russia,military
19,11,7,"Komarov, Vladimir",КОМАРОВ Владимир Михайлович,male,1927,U.S.S.R/Russia,military
20,11,7,"Komarov, Vladimir",КОМАРОВ Владимир Михайлович,male,1927,U.S.S.R/Russia,military
21,12,8,"Feoktistov, Konstantin",ФЕОКТИСТОВ Константин Петрович,male,1926,U.S.S.R/Russia,civilian
22,13,9,"Yegorov, Boris",ЕГОРОВ Борис Борисович,male,1937,U.S.S.R/Russia,civilian
23,14,10,"Belyayev, Pavel",БЕЛЯЕВ Павел Иванович,male,1925,U.S.S.R/Russia,military
24,15,11,"Leonov, Aleksei",ЛЕОНОВ Алексей Архипович,male,1934,U.S.S.R/Russia,military
25,15,11,"Leonov, Aleksei",ЛЕОНОВ Алексей Архипович,male,1934,U.S.S.R/Russia,military
26,16,5,"Grissom, Virgil I.","Grissom, Virgil I.",male,1926,U.S.,military
27,17,6,"Young, John W.","Young, John W.",male,1930,U.S.,military
28,17,6,"Young, John W.","Young, John W.",male,1930,U.S.,military
29,17,6,"Young, John W.","Young, John W.",male,1930,U.S.,military
30,17,6,"Young, John W.","Young, John W.",male,1930,U.S.,military
31,17,6,"Young, John W.","Young, John W.",male,1930,U.S.,military
32,17,6,"Young, John W.","Young, John W.",male,1930,U.S.,military
33,18,7,"McDivitt, James A.","McDivitt, James A.",male,1929,U.S.,military
34,18,7,"McDivitt, James A.","McDivitt, James A.",male,1929,U.S.,military
35,19,8,"White, Edward H., II","White, Edward H., II",male,1930,U.S.,military
36,20,9,"Conrad, Charles, Jr.","Conrad, Charles, Jr.",male,1930,U.S.,military
37,20,9,"Conrad, Charles, Jr.","Conrad, Charles, Jr.",male,1930,U.S.,military
38,20,9,"Conrad, Charles, Jr.","Conrad, Charles, Jr.",male,1930,U.S.,military
39,20,9,"Conrad, Charles, Jr.","Conrad, Charles, Jr.",male,1930,U.S.,military
40,21,10,"Borman, Frank","Borman, Frank",male,1928,U.S.,military
41,21,10,"Borman, Frank","Borman, Frank",male,1928,U.S.,military
42,22,11,"Lovell, James A., Jr.","Lovell, James A., Jr.",male,1928,U.S.,military
43,22,11,"Lovell, James A., Jr.","Lovell, James A., Jr.",male,1928,U.S.,military
44,22,11,"Lovell, James A., Jr.","Lovell, James A., Jr.",male,1928,U.S.,military
45,22,11,"Lovell, James A., Jr.","Lovell, James A., Jr.",male,1928,U.S.,military
46,23,12,"Stafford, Thomas P.","Stafford, Thomas P.",male,1930,U.S.,military
47,23,12,"Stafford, Thomas P.","Stafford, Thomas P.",male,1930,U.S.,military
48,23,12,"Stafford, Thomas P.","Stafford, Thomas P.",male,1930,U.S.,military
49,23,12,"Stafford, Thomas P.","Stafford, Thomas P.",male,1930,U.S.,military
50,24,13,"Armstrong, Neil A.","Armstrong, Neil A.",male,1930,U.S.,civilian
51,24,13,"Armstrong, Neil A.","Armstrong, Neil A.",male,1930,U.S.,civilian
52,25,14,"Scott, David R.","Scott, David R.",male,1932,U.S.,military
53,25,14,"Scott, David R.","Scott, David R.",male,1932,U.S.,military
54,25,14,"Scott, David R.","Scott, David R.",male,1932,U.S.,military
55,26,15,"Cernan, Eugene A.","Cernan, Eugene A.",male,1934,U.S.,military
56,26,15,"Cernan, Eugene A.","Cernan, Eugene A.",male,1934,U.S.,military
57,26,15,"Cernan, Eugene A.","Cernan, Eugene A.",male,1934,U.S.,military
58,27,16,"Collins, Michael","Collins, Michael",male,1930,U.S.,civilian
59,27,16,"Collins, Michael","Collins, Michael",male,1930,U.S.,civilian
60,28,17,"Gordon, Richard F., Jr.","Gordon, Richard F., Jr.",male,1929,U.S.,military
61,28,17,"Gordon, Richard F., Jr.","Gordon, Richard F., Jr.",male,1929,U.S.,military
62,29,18,"Aldrin, Edwin Eugene, Jr.","Aldrin, Edwin Eugene, Jr.",male,1930,U.S.,military
63,29,18,"Aldrin, Edwin Eugene, Jr.","Aldrin, Edwin Eugene, Jr.",male,1930,U.S.,military
64,30,19,"Eisele, Donn F.","Eisele, Donn F.",male,1930,U.S.,military
65,31,20,"Cunningham, Ronnie Walter","Cunningham, Ronnie Walter",male,1932,U.S.,civilian
66,100,50,"Savinykh, Viktor",Виктор Петрович Савиных,male,1940,U.S.S.R/Russia,civilian
67,100,50,"Savinykh, Viktor",Виктор Петрович Савиных,male,1940,U.S.S.R/Russia,civilian
68,101,1,Jugderdemidiin Gurragchaa,Жүгдэрдэмидийн Гүррагчаа,male,1947,Mongolia,civilian
69,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,1937,U.S.,military
70,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,1937,U.S.,military
71,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,1937,U.S.,military
72,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,1937,U.S.,military
73,103,1,Dumitru Prunariu,Dumitru-Dorin Prunariu,male,1952,Romania,civilian
74,104,45,"Engle, Joe H.","Engle, Joe H.",male,1932,U.S.,military
75,104,45,"Engle, Joe H.","Engle, Joe H.",male,1932,U.S.,military
76,105,46,"Truly, Richard H.","Truly, Richard H.",male,1937,U.S.,military
77,105,46,"Truly, Richard H.","Truly, Richard H.",male,1937,U.S.,military
78,106,47,"Fullerton, Charles G.","Fullerton, Charles G.",male,1936,U.S.,military
79,106,47,"Fullerton, Charles G.","Fullerton, Charles G.",male,1936,U.S.,military
80,107,51,"Berezovoy, Anatoly",Анатолий Николаевич Березовой,male,1942,U.S.S.R/Russia,military
81,108,1,"Chrétien, Jean-Loup","Chrétien, Jean-Loup",male,1938,France,military
82,108,1,"Chrétien, Jean-Loup","Chrétien, Jean-Loup",male,1938,France,military
83,108,1,"Chrétien, Jean-Loup","Chrétien, Jean-Loup",male,1938,France,military
84,109,48,"Hartsfield, Henry W., Jr.","Hartsfield, Henry W., Jr.",male,1933,U.S.,military
85,109,48,"Hartsfield, Henry W., Jr.","Hartsfield, Henry W., Jr.",male,1933,U.S.,military
86,109,48,"Hartsfield, Henry W., Jr.","Hartsfield, Henry W., Jr.",male,1933,U.S.,military
87,110,52,"Serebrov, Aleksandr",Александр Александрович Серебров,male,1944,U.S.S.R/Russia,civilian
88,32,12,"Beregovoi, Georgi",БЕРЕГОВОЙ Георгий Тимофеевич,male,1921,U.S.S.R/Russia,military
89,33,21,"Anders, William Alison","Anders, William Alison",male,1933,U.S.,civilian
90,34,13,"Shatalov, Vladimir",ШАТАЛОВ Владимир Александрович,male,1927,U.S.S.R/Russia,military
91,34,13,"Shatalov, Vladimir",ШАТАЛОВ Владимир Александрович,male,1927,U.S.S.R/Russia,military
92,34,13,"Shatalov, Vladimir",ШАТАЛОВ Владимир Александрович,male,1927,U.S.S.R/Russia,military
93,35,14,"Volynov, Boris",ВОЛЫНОВ Борис Валентинович,male,1934,U.S.S.R/Russia,military
94,35,14,"Volynov, Boris",ВОЛЫНОВ Борис Валентинович,male,1934,U.S.S.R/Russia,military
95,36,15,"Yeliseyev, Aleksei",ЕЛИСЕЕВ Алексей Станиславович,male,1934,U.S.S.R/Russia,civilian
96,36,15,"Yeliseyev, Aleksei",ЕЛИСЕЕВ Алексей Станиславович,male,1934,U.S.S.R/Russia,civilian
97,36,15,"Yeliseyev, Aleksei",ЕЛИСЕЕВ Алексей Станиславович,male,1934,U.S.S.R/Russia,civilian
98,37,16,"Khrunov, Yevgeny",ХРУНОВ Евгений Викторович,male,1933,U.S.S.R/Russia,military
99,38,22,"Schweickart, Russell L.","Schweickart, Russell L.",male,1935,U.S.,civilian
100,39,17,"Shonin, Georgi",ШОНИН Георгий Степанович,male,1935,U.S.S.R/Russia,military
101,40,18,"Kubasov, Valeri",КУБАСОВ Валерий Николаевич,male,1935,U.S.S.R/Russia,military
102,40,18,"Kubasov, Valeri",КУБАСОВ Валерий Николаевич,male,1935,U.S.S.R/Russia,military
103,40,18,"Kubasov, Valeri",КУБАСОВ Валерий Николаевич,male,1935,U.S.S.R/Russia,military
104,41,19,"Filipchenko, Anatoly",ФИЛИПЧЕНКО Анатолий Васильевич,male,1928,U.S.S.R/Russia,military
105,41,19,"Filipchenko, Anatoly",ФИЛИПЧЕНКО Анатолий Васильевич,male,1928,U.S.S.R/Russia,military
106,42,20,"Volkov, Vladislav",Владислав Николаевич Волков,male,1935,U.S.S.R/Russia,military
107,42,20,"Volkov, Vladislav",Владислав Николаевич Волков,male,1935,U.S.S.R/Russia,military
108,43,21,"Gorbatko, Viktor",Виктор Васильевич Горбатко,male,1934,U.S.S.R/Russia,military
109,43,21,"Gorbatko, Viktor",Виктор Васильевич Горбатко,male,1934,U.S.S.R/Russia,military
110,43,21,"Gorbatko, Viktor",Виктор Васильевич Горбатко,male,1934,U.S.S.R/Russia,military
111,44,23,"Bean, Alan Lavern","Bean, Alan Lavern",male,1932,U.S.,military
112,44,23,"Bean, Alan Lavern","Bean, Alan Lavern",male,1932,U.S.,military
113,45,24,"Swigert, John L., Jr.","Swigert, John L., Jr.",male,1931,U.S.,civilian
114,46,25,"Haise, Fred W., Jr.","Haise, Fred W., Jr.",male,1933,U.S.,civilian
115,47,22,"Sevastyanov, Vitali",Виталий Иванович Севастьянов,male,1935,U.S.S.R/Russia,civilian
116,47,22,"Sevastyanov, Vitali",Виталий Иванович Севастьянов,male,1935,U.S.S.R/Russia,civilian
117,48,26,"Shepard, Alan B., Jr.","Shepard, Alan B., Jr.",male,1923,U.S.,military
118,49,27,"Roosa, Stuart A.","Roosa, Stuart A.",male,1933,U.S.,military
119,50,28,"Mitchell, Edgar D.","Mitchell, Edgar D.",male,1930,U.S.,military
120,51,23,"Rukavishnikov, Nikolai",Николай Николаевич Рукавишников,male,1932,U.S.S.R/Russia,military
121,51,23,"Rukavishnikov, Nikolai",Николай Николаевич Рукавишников,male,1932,U.S.S.R/Russia,military
122,51,23,"Rukavishnikov, Nikolai",Николай Николаевич Рукавишников,male,1932,U.S.S.R/Russia,military
123,52,24,"Dobrovolski, Georgi",Георгий Тимофеевич Добровольский,male,1928,U.S.S.R/Russia,military
124,53,25,"Patsayev, Viktor",Виктор Иванович Пацаев,male,1933,U.S.S.R/Russia,civilian
125,54,29,"Worden, Alfred M.","Worden, Alfred M.",male,1932,U.S.,military
126,55,30,"Irwin, James B.","Irwin, James B.",male,1930,U.S.,military
127,56,31,"Mattingly, Thomas K., II","Mattingly, Thomas K., II",male,1936,U.S.,military
128,56,31,"Mattingly, Thomas K., II","Mattingly, Thomas K., II",male,1936,U.S.,military
129,56,31,"Mattingly, Thomas K., II","Mattingly, Thomas K., II",male,1936,U.S.,military
130,57,32,"Duke, Jr. Charles Moss","Duke, Jr. Charles Moss",male,1935,U.S.,military
131,58,33,"Evans, Ronald E.","Evans, Ronald E.",male,1933,U.S.,military
132,59,34,"Schmitt, Harrison H.","Schmitt, Harrison H.",male,1935,U.S.,civilian
133,60,35,"Weitz, Paul J.","Weitz, Paul J.",male,1932,U.S.,military
134,60,35,"Weitz, Paul J.","Weitz, Paul J.",male,1932,U.S.,military
135,61,36,"Kerwin, Joseph P.","Kerwin, Joseph P.",male,1932,U.S.,military
136,62,37,"Lousma, Jack R.","Lousma, Jack R.",male,1936,U.S.,military
137,62,37,"Lousma, Jack R.","Lousma, Jack R.",male,1936,U.S.,military
138,63,38,"Garriott, Owen K.","Garriott, Owen K.",male,1930,U.S.,civilian
139,63,38,"Garriott, Owen K.","Garriott, Owen K.",male,1930,U.S.,civilian
140,64,26,"Lazarev, Vasili",Василий Григорьевич Лазарев,male,1928,U.S.S.R/Russia,military
141,65,27,"Makarov, Oleg",Олег Григорьевич Макаров,male,1933,U.S.S.R/Russia,civilian
142,65,27,"Makarov, Oleg",Олег Григорьевич Макаров,male,1933,U.S.S.R/Russia,civilian
143,65,27,"Makarov, Oleg",Олег Григорьевич Макаров,male,1933,U.S.S.R/Russia,civilian
144,66,39,"Carr, Gerald P.","Carr, Gerald P.",male,1932,U.S.,military
145,67,40,"Pogue, William R.","Pogue, William R.",male,1930,U.S.,military
146,68,41,"Gibson, Edward G.","Gibson, Edward G.",male,1936,U.S.,civilian
147,69,28,"Klimuk, Pyotr",Петр Ильич Климук,male,1942,U.S.S.R/Russia,military
148,69,28,"Klimuk, Pyotr",Петр Ильич Климук,male,1942,U.S.S.R/Russia,military
149,69,28,"Klimuk, Pyotr",Петр Ильич Климук,male,1942,U.S.S.R/Russia,military
150,70,29,"Lebedev, Valentin",Валентин Витальевич Лебедев,male,1942,U.S.S.R/Russia,civilian
151,70,29,"Lebedev, Valentin",Валентин Витальевич Лебедев,male,1942,U.S.S.R/Russia,civilian
152,71,30,"Artyukhin, Yuri",Юрий Петрович Артюхин,male,1930,U.S.S.R/Russia,military
153,72,31,"Sarafanov, Gennadi",Геннадий Васильевич Сарафанов,male,1942,U.S.S.R/Russia,military
154,73,32,"Dyomin, Lev",Лев Степанович Дёмин,male,1926,U.S.S.R/Russia,military
155,74,33,"Gubarev, Aleksei",Алексей Александрович Губарев,male,1931,U.S.S.R/Russia,military
156,74,33,"Gubarev, Aleksei",Алексей Александрович Губарев,male,1931,U.S.S.R/Russia,military
157,75,34,"Grechko, Georgi",Георгий Михайлович Гречко,male,1931,U.S.S.R/Russia,civilian
158,75,34,"Grechko, Georgi",Георгий Михайлович Гречко,male,1931,U.S.S.R/Russia,civilian
159,75,34,"Grechko, Georgi",Георгий Михайлович Гречко,male,1931,U.S.S.R/Russia,civilian
160,76,42,"Brand, Vance D.","Brand, Vance D.",male,1931,U.S.,civilian
161,76,42,"Brand, Vance D.","Brand, Vance D.",male,1931,U.S.,civilian
162,76,42,"Brand, Vance D.","Brand, Vance D.",male,1931,U.S.,civilian
163,76,42,"Brand, Vance D.","Brand, Vance D.",male,1931,U.S.,civilian
164,77,43,"Slayton, Donald K.","Slayton, Donald K.",male,1924,U.S.,civilian
165,78,35,"Zholobov, Vitali",Виталий Михайлович Жолобов,male,1937,U.S.S.R/Russia,military
166,79,36,"Aksyonov, Vladimir",Владимир Викторович Аксёнов,male,1935,U.S.S.R/Russia,military
167,79,36,"Aksyonov, Vladimir",Владимир Викторович Аксёнов,male,1935,U.S.S.R/Russia,military
168,80,37,"Zudov, Vyacheslav",Вячеслав Дмитриевич Зудов,male,1942,U.S.S.R/Russia,military
169,81,38,"Rozhdestvensky, Valery",Валерий Ильич Рождественский,male,1939,U.S.S.R/Russia,military
170,82,39,"Glazkov, Yuri",Юрий Николаевич Глазков,male,1939,U.S.S.R/Russia,military
171,83,40,"Kovalyonok, Vladimir",Владимир Васильевич Ковалёнок,male,1942,U.S.S.R/Russia,military
172,83,40,"Kovalyonok, Vladimir",Владимир Васильевич Ковалёнок,male,1942,U.S.S.R/Russia,military
173,83,40,"Kovalyonok, Vladimir",Владимир Васильевич Ковалёнок,male,1942,U.S.S.R/Russia,military
174,84,41,"Ryumin, Valery",Валерий Викторович Рюмин,male,1939,U.S.S.R/Russia,civilian
175,84,41,"Ryumin, Valery",Валерий Викторович Рюмин,male,1939,U.S.S.R/Russia,civilian
176,84,41,"Ryumin, Valery",Валерий Викторович Рюмин,male,1939,U.S.S.R/Russia,civilian
177,84,41,"Ryumin, Valery",Валерий Викторович Рюмин,male,1939,U.S.S.R/Russia,civilian
178,85,42,"Romanenko, Yuri",Юрий Викторович Романенко,male,1944,U.S.S.R/Russia,military
179,85,42,"Romanenko, Yuri",Юрий Викторович Романенко,male,1944,U.S.S.R/Russia,military
180,85,42,"Romanenko, Yuri",Юрий Викторович Романенко,male,1944,U.S.S.R/Russia,military
181,86,43,"Dzhanibekov, Vladimir",Владимир Александрович Джанибеков,male,1942,U.S.S.R/Russia,military
182,86,43,"Dzhanibekov, Vladimir",Владимир Александрович Джанибеков,male,1942,U.S.S.R/Russia,military
183,86,43,"Dzhanibekov, Vladimir",Владимир Александрович Джанибеков,male,1942,U.S.S.R/Russia,military
184,86,43,"Dzhanibekov, Vladimir",Владимир Александрович Джанибеков,male,1942,U.S.S.R/Russia,military
185,86,43,"Dzhanibekov, Vladimir",Владимир Александрович Джанибеков,male,1942,U.S.S.R/Russia,military
186,87,1,Vladimir Remek,,male,1948,Czechoslovakia,military
187,88,44,"Ivanchenkov, Aleksandr",Александр Сергеевич Иванченков,male,1940,U.S.S.R/Russia,military
188,88,44,"Ivanchenkov, Aleksandr",Александр Сергеевич Иванченков,male,1940,U.S.S.R/Russia,military
189,89,1,Miroslaw Hermaszewske,Miroslaw Hermaszewske,male,1941,Poland,military
190,90,1,"Jahn, Sigmund","Jahn, Sigmund",male,1937,Germany,military
191,91,45,"Lyakhov, Vladimir",Владимир Афанасьевич Ляхов,male,1941,U.S.S.R/Russia,military
192,91,45,"Lyakhov, Vladimir",Владимир Афанасьевич Ляхов,male,1941,U.S.S.R/Russia,military
193,91,45,"Lyakhov, Vladimir",Владимир Афанасьевич Ляхов,male,1941,U.S.S.R/Russia,military
194,92,1,Georgi Ivanov,Георги Иванов Иванов,male,1940,Bulgaria,military
195,93,46,"Popov, Leonid",Леонид Иванович Попов,male,1945,U.S.S.R/Russia,military
196,93,46,"Popov, Leonid",Леонид Иванович Попов,male,1945,U.S.S.R/Russia,military
197,93,46,"Popov, Leonid",Леонид Иванович Попов,male,1945,U.S.S.R/Russia,military
198,94,1,Bertalan Farkas,Farkas Bertalan,male,1949,Hungry,civilian
199,95,47,"Malyshev, Yuri",Юрий Васильевич Малышев,male,1941,U.S.S.R/Russia,military
200,95,47,"Malyshev, Yuri",Юрий Васильевич Малышев,male,1941,U.S.S.R/Russia,military
201,96,1,Pham Tuan,Phạm Tuân,male,1947,Vietnam,military
202,97,1,Arnaldo Tamayo Mendez,Arnaldo Tamayo Méndez,male,1942,Cuba,military
203,98,48,"Kizim, Leonid",Леонид Денисович Кизим,male,1941,U.S.S.R/Russia,military
204,98,48,"Kizim, Leonid",Леонид Денисович Кизим,male,1941,U.S.S.R/Russia,military
205,98,48,"Kizim, Leonid",Леонид Денисович Кизим,male,1941,U.S.S.R/Russia,military
206,99,49,"Strekalov, Gennadi",Геннадий Михайлович Стрекалов,male,1940,U.S.S.R/Russia,civilian
207,99,49,"Strekalov, Gennadi",Геннадий Михайлович Стрекалов,male,1940,U.S.S.R/Russia,civilian
208,99,49,"Strekalov, Gennadi",Геннадий Михайлович Стрекалов,male,1940,U.S.S.R/Russia,civilian
209,99,49,"Strekalov, Gennadi",Геннадий Михайлович Стрекалов,male,1940,U.S.S.R/Russia,civilian
210,99,49,"Strekalov, Gennadi",Геннадий Михайлович Стрекалов,male,1940,U.S.S.R/Russia,civilian
211,100,50,"Savinykh, Viktor",Виктор Петрович Савиных,male,1940,U.S.S.R/Russia,civilian
212,110,52,"Serebrov, Aleksandr",Александр Александрович Серебров,male,1944,U.S.S.R/Russia,civilian
213,110,52,"Serebrov, Aleksandr",Александр Александрович Серебров,male,1944,U.S.S.R/Russia,civilian
214,110,52,"Serebrov, Aleksandr",Александр Александрович Серебров,male,1944,U.S.S.R/Russia,civilian
215,111,53,"Savitskaya, Svetlana",Светлана Евгеньевна Савицкая,female,1948,U.S.S.R/Russia,civilian
216,111,53,"Savitskaya, Svetlana",Светлана Евгеньевна Савицкая,female,1948,U.S.S.R/Russia,civilian
217,112,49,"Overmyer, Robert F.","Overmyer, Robert F.",male,1936,U.S.,military
218,112,49,"Overmyer, Robert F.","Overmyer, Robert F.",male,1936,U.S.,military
219,113,50,"Allen, Joseph P.","Allen, Joseph P.",male,1937,U.S.,civilian
220,113,50,"Allen, Joseph P.","Allen, Joseph P.",male,1937,U.S.,civilian
221,114,51,"Lenoir, William B.","Lenoir, William B.",male,1939,U.S.,civilian
222,115,52,"Bobko, Karol J.","Bobko, Karol J.",male,1937,U.S.,military
223,115,52,"Bobko, Karol J.","Bobko, Karol J.",male,1937,U.S.,military
224,115,52,"Bobko, Karol J.","Bobko, Karol J.",male,1937,U.S.,military
225,116,53,"Peterson, Donald H.","Peterson, Donald H.",male,1933,U.S.,military
226,117,54,"Musgrave, Franklin Story","Musgrave, Franklin Story",male,1935,U.S.,civilian
227,117,54,"Musgrave, Franklin Story","Musgrave, Franklin Story",male,1935,U.S.,civilian
228,117,54,"Musgrave, Franklin Story","Musgrave, Franklin Story",male,1935,U.S.,civilian
229,117,54,"Musgrave, Franklin Story","Musgrave, Franklin Story",male,1935,U.S.,civilian
230,117,54,"Musgrave, Franklin Story","Musgrave, Franklin Story",male,1935,U.S.,civilian
231,117,54,"Musgrave, Franklin Story","Musgrave, Franklin Story",male,1935,U.S.,civilian
232,118,54,"Titov, Vladimir",Владимир Георгиевич Титов,male,1947,U.S.S.R/Russia,military
233,118,54,"Titov, Vladimir",Владимир Георгиевич Титов,male,1947,U.S.S.R/Russia,military
234,118,54,"Titov, Vladimir",Владимир Георгиевич Титов,male,1947,U.S.S.R/Russia,military
235,118,54,"Titov, Vladimir",Владимир Георгиевич Титов,male,1947,U.S.S.R/Russia,military
236,119,55,"Hauck, Frederick H.","Hauck, Frederick H.",male,1941,U.S.,military
237,119,55,"Hauck, Frederick H.","Hauck, Frederick H.",male,1941,U.S.,military
238,119,55,"Hauck, Frederick H.","Hauck, Frederick H.",male,1941,U.S.,military
239,120,56,"Fabian, John M.","Fabian, John M.",male,1939,U.S.,military
240,120,56,"Fabian, John M.","Fabian, John M.",male,1939,U.S.,military
241,121,57,"Ride, Sally K.","Ride, Sally K.",female,1951,U.S.,civilian
242,121,57,"Ride, Sally K.","Ride, Sally K.",female,1951,U.S.,civilian
243,122,58,"Thagard, Norman E.","Thagard, Norman E.",male,1943,U.S.,civilian
244,122,58,"Thagard, Norman E.","Thagard, Norman E.",male,1943,U.S.,civilian
245,122,58,"Thagard, Norman E.","Thagard, Norman E.",male,1943,U.S.,civilian
246,122,58,"Thagard, Norman E.","Thagard, Norman E.",male,1943,U.S.,civilian
247,122,58,"Thagard, Norman E.","Thagard, Norman E.",male,1943,U.S.,civilian
248,123,55,"Aleksandrov, Aleksandr",Александр Павлович Александров,male,1943,U.S.S.R/Russia,civilian
249,123,55,"Aleksandrov, Aleksandr",Александр Павлович Александров,male,1943,U.S.S.R/Russia,civilian
250,124,59,"Brandenstein, Daniel C.","Brandenstein, Daniel C.",male,1943,U.S.,military
251,124,59,"Brandenstein, Daniel C.","Brandenstein, Daniel C.",male,1943,U.S.,military
252,124,59,"Brandenstein, Daniel C.","Brandenstein, Daniel C.",male,1943,U.S.,military
253,124,59,"Brandenstein, Daniel C.","Brandenstein, Daniel C.",male,1943,U.S.,military
254,125,60,"Bluford, Guion S., Jr.","Bluford, Guion S., Jr.",male,1942,U.S.,military
255,125,60,"Bluford, Guion S., Jr.","Bluford, Guion S., Jr.",male,1942,U.S.,military
256,125,60,"Bluford, Guion S., Jr.","Bluford, Guion S., Jr.",male,1942,U.S.,military
257,125,60,"Bluford, Guion S., Jr.","Bluford, Guion S., Jr.",male,1942,U.S.,military
258,126,61,"Gardner, Dale A.","Gardner, Dale A.",male,1948,U.S.,military
259,126,61,"Gardner, Dale A.","Gardner, Dale A.",male,1948,U.S.,military
260,127,62,"Thornton, William E.","Thornton, William E.",male,1929,U.S.,civilian
261,127,62,"Thornton, William E.","Thornton, William E.",male,1929,U.S.,civilian
262,128,63,"Shaw, Brewster H., Jr.","Shaw, Brewster H., Jr.",male,1945,U.S.,military
263,128,63,"Shaw, Brewster H., Jr.","Shaw, Brewster H., Jr.",male,1945,U.S.,military
264,128,63,"Shaw, Brewster H., Jr.","Shaw, Brewster H., Jr.",male,1945,U.S.,military
265,129,64,"Parker, Robert A. R.","Parker, Robert A. R.",male,1936,U.S.,civilian
266,129,64,"Parker, Robert A. R.","Parker, Robert A. R.",male,1936,U.S.,civilian
267,130,65,"Lichtenberg, Byron Kurt","Lichtenberg, Byron Kurt",male,1948,U.S.,military
268,130,65,"Lichtenberg, Byron Kurt","Lichtenberg, Byron Kurt",male,1948,U.S.,military
269,131,1,"Merbold, Ulf","Merbold, Ulf",male,1941,Germany,civilian
270,131,1,"Merbold, Ulf","Merbold, Ulf",male,1941,Germany,civilian
271,131,1,"Merbold, Ulf","Merbold, Ulf",male,1941,Germany,civilian
272,132,66,"Gibson, Robert L.","Gibson, Robert L.",male,1946,U.S.,military
273,132,66,"Gibson, Robert L.","Gibson, Robert L.",male,1946,U.S.,military
274,132,66,"Gibson, Robert L.","Gibson, Robert L.",male,1946,U.S.,military
275,132,66,"Gibson, Robert L.","Gibson, Robert L.",male,1946,U.S.,military
276,132,66,"Gibson, Robert L.","Gibson, Robert L.",male,1946,U.S.,military
277,133,67,"McNair, Ronald E.","McNair, Ronald E.",male,1950,U.S.,civilian
278,133,67,"McNair, Ronald E.","McNair, Ronald E.",male,1950,U.S.,civilian
279,134,68,"Stewart, Robert L.","Stewart, Robert L.",male,1942,U.S.,military
280,134,68,"Stewart, Robert L.","Stewart, Robert L.",male,1942,U.S.,military
281,135,69,"McCandless, Bruce, II","McCandless, Bruce, II",male,1937,U.S.,military
282,135,69,"McCandless, Bruce, II","McCandless, Bruce, II",male,1937,U.S.,military
283,136,56,"Solovyov, Vladimir",Владимир Алексеевич Соловьёв,male,1946,U.S.S.R/Russia,civilian
284,136,56,"Solovyov, Vladimir",Владимир Алексеевич Соловьёв,male,1946,U.S.S.R/Russia,civilian
285,137,57,"Atkov, Oleg",Олег Юрьевич Атьков,male,1949,U.S.S.R/Russia,civilian
286,138,1,Rakesh Sharma,राकेश शर्मा,male,1949,India,military
287,139,70,"Scobee, Francis R.","Scobee, Francis R.",male,1939,U.S.,military
288,139,70,"Scobee, Francis R.","Scobee, Francis R.",male,1939,U.S.,military
289,140,71,"Hart, Terry J.","Hart, Terry J.",male,1946,U.S.,civilian
290,141,72,"Van Hoften, James D. A.","Van Hoften, James D. A.",male,1944,U.S.,civilian
291,141,72,"Van Hoften, James D. A.","Van Hoften, James D. A.",male,1944,U.S.,civilian
