Organisation,Details,Rocket_Status,Price
US Air Force,Scout B | ESRO 1A,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 245,Retired,
RVSN USSR,R-36 Orb. | Cosmos 244,Retired,
Martin Marietta,"Titan IIIC | LES-6, OV2-5, OV5-2, OV5-4",Retired,
RVSN USSR,Voskhod | Cosmos 243,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 242,Retired,
US Air Force,Delta M | Intelsat 3-1,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1048,Retired,
RVSN USSR,Voskhod | Cosmos 241,Retired,
RVSN USSR,Proton-K/Block D | Zond 5,Retired,
RVSN USSR,Voskhod | Cosmos 240,Retired,
US Air Force,Titan IIIB | OPS 5247,Retired,59.0
RVSN USSR,Voskhod | Cosmos 239,Retired,
RVSN USSR,Soyuz | Cosmos 238,Retired,
RVSN USSR,Voskhod | Cosmos 237,Retired,
RVSN USSR,Cosmos-3 | Cosmos 236,Retired,
General Dynamics,Atlas-SLV3 Burner-2 | STP P68-1,Retired,
US Air Force,Delta N | ESSA-7,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | ATS-4,Retired,
RVSN USSR,Voskhod | Cosmos 235,Retired,
US Air Force,Scout B | Explorer 39 & 40 (AD-C & Injun 5),Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1104,Retired,
US Air Force,Titan IIIB | OPS 5187,Retired,59.0
General Dynamics,Atlas-SLV3A Agena-D | Canyon 1 (AFP-827),Retired,
RVSN USSR,Voskhod | Cosmos 234,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 233,Retired,
RVSN USSR,Voskhod | Cosmos 232,Retired,
General Dynamics,Atlas-E/F OV1 | OV1-15/OV1-16,Retired,
RVSN USSR,Voskhod | Cosmos 231,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°13,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 230,Retired,
US Air Force,Delta J | Explorer 38 (RAE-A),Retired,
RVSN USSR,Voskhod | Cosmos 229,Retired,
RVSN USSR,Voskhod | Cosmos 228,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1047,Retired,
RVSN USSR,Voskhod | Cosmos 227,Retired,
RVSN USSR,Cosmos-3 | Strela-2 n°4,Retired,
Martin Marietta,Titan IIIC | OPS 9341-9348,Retired,
RVSN USSR,Vostok-2M | Cosmos 226,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 225,Retired,
US Air Force,Titan IIIB | OPS 5138,Retired,59.0
RVSN USSR,Cosmos-3M | Sfera #2,Retired,
RVSN USSR,Voskhod | Cosmos 224,Retired,
RVSN USSR,Voskhod | Cosmos 223,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 222,Retired,
RVSN USSR,R-36 Orb. | OGTch n°19,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 221,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-4B-F1,Retired,
RVSN USSR,R-36 Orb. | OGTch n°18,Retired,
US Air Force,Thorad SLV-2G Agena-D | Nimbus B & EGRS-10,Retired,
US Air Force,Scout B | ESRO 2B,Retired,
RVSN USSR,Cosmos-3M | Cosmos 220,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1103,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 219,Retired,
RVSN USSR,R-36 Orb. | Cosmos 218,Retired,
RVSN USSR,Tsyklon-2A | Cosmos 217,Retired,
RVSN USSR,Proton-K/Block D | L1 n°7L,Retired,
RVSN USSR,Molniya-M /Block L | Molniya-1 n°10,Retired,
RVSN USSR,Voskhod | Cosmos 216,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 215,Retired,
RVSN USSR,Voskhod | Cosmos 214,Retired,
US Air Force,Titan IIIB | OPS 5105,Retired,59.0
RVSN USSR,Soyuz | Cosmos 213,Retired,
RVSN USSR,Soyuz | Cosmos 212,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 211,Retired,
RVSN USSR,Molniya-M /Block L | Luna 14,Retired,
General Dynamics,Atlas-E/F OV1 | OV1-13/OV1-14,Retired,
NASA,Saturn V | Apollo 6,Retired,
RVSN USSR,Voskhod | Cosmos 210,Retired,
OKB-586,Cosmos-3 | VKZ n°2,Retired,
RVSN USSR,Tsyklon-2A | Cosmos 209,Retired,
RVSN USSR,Voskhod | Cosmos 208,Retired,
RVSN USSR,Voskhod | Cosmos 207,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1046,Retired,
RVSN USSR,Vostok-2M | Cosmos 206,Retired,
US Air Force,Titan IIIB | OPS 5057,Retired,59.0
RVSN USSR,Cosmos-2 (63SM) | DS-U1-Ya #1,Retired,
NASA,Scout B | Explorer 37 (Solrad 9),Retired,
RVSN USSR,Voskhod | Cosmos 205,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 204,Retired,
General Dynamics,Atlas-SLV3A Agena-D | OGO-5,Retired,
RVSN USSR,Proton-K/Block D | Zond 4,Retired,
US Air Force,Scout A | Transit-O 18,Retired,
RVSN USSR,Cosmos-3M | Cosmos 203,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 202,Retired,
RVSN USSR,Molniya-M /Block L | E-6LS n°112,Retired,
RVSN USSR,Voskhod | Cosmos 201,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1045,Retired,
NASA,Saturn IB | Apollo 5,Retired,
RVSN USSR,Cosmos-3M | Cosmos 200,Retired,
US Air Force,Titan IIIB | OPS 5028,Retired,59.0
US Air Force,Thor-SLV2A Agena-D | OPS 1965,Retired,
RVSN USSR,Voskhod | Cosmos 199,Retired,
US Air Force,Delta E1 | Explorer 36 (GEOS 2),Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Surveyor 7,Retired,
RVSN USSR,Tsyklon-2A | Cosmos 198,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 197,Retired,
RVSN USSR,Cosmos-1 (65S3) | Cosmos 196,Retired,
RVSN USSR,Voskhod | Cosmos 195,Retired,
US Air Force,Delta E1 | Pioneer 8 & TTS-1,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1102,Retired,
US Air Force,Titan IIIB | OPS 5000,Retired,59.0
US Air Force,Scout B | OV3 6,Retired,
RVSN USSR,Voskhod | Cosmos 194,Retired,
ABMA,Redstone Sparta | WRESAT,Retired,
RVSN USSR,Voskhod | Cosmos 193,Retired,
RVSN USSR,Cosmos-3M | Cosmos 192,Retired,
RVSN USSR,Proton-K/Block D | L1 n°5L,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 191,Retired,
US Air Force,Delta E1 | ESSA-6,Retired,
NASA,Saturn V | Apollo 4,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Surveyor 6,Retired,
General Dynamics,Atlas-SLV3 Agena-D | ATS-3,Retired,
RVSN USSR,Voskhod | Cosmos 190,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1044 & Others,Retired,
RVSN USSR,Cosmos-3M | Cosmos 189,Retired,
RVSN USSR,Soyuz | Cosmos 188,Retired,
RVSN USSR,R-36 Orb. | Cosmos 187,Retired,
RVSN USSR,Soyuz | Cosmos 186,Retired,
RVSN USSR,Tsyklon-2A | Cosmos 185,Retired,
US Air Force,Titan IIIB | OPS 4995,Retired,59.0
RVSN USSR,Vostok-2M | Cosmos 184,Retired,
RVSN USSR,Molniya | Molniya-1 n°12,Retired,
US Air Force,Delta C | OSO-4,Retired,
RVSN USSR,R-36 Orb. | Cosmos 183,Retired,
RVSN USSR,Voskhod | Cosmos 182,Retired,
OKB-586,Cosmos-3 | VKZ n°1,Retired,
RVSN USSR,Voskhod | Cosmos 181,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-4A-F4,Retired,
RVSN USSR,Molniya | Molniya-1 n°9,Retired,
US Air Force,Delta E1 | Intelsat 2-4,Retired,
RVSN USSR,Proton-K/Block D | L1 n°4L,Retired,
RVSN USSR,Cosmos-3M | Zaliv #2,Retired,
RVSN USSR,Voskhod | Cosmos 180,Retired,
US Air Force,Scout A | Transit-O 14,Retired,
RVSN USSR,R-36 Orb. | Cosmos 179,Retired,
US Air Force,Titan IIIB | OPS 4941,Retired,59.0
RVSN USSR,R-36 Orb. | Cosmos 178,Retired,
RVSN USSR,Voskhod | Cosmos 177,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4B 1101,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 176,Retired,
RVSN USSR,Voskhod | Cosmos 175,Retired,
General Dynamics,Atlas-SLV3C Centaur-D | Surveyor 5,Retired,
US Air Force,Delta G | Biosatellite 2,Retired,
RVSN USSR,Voskhod | Zenit-2 n°51,Retired,
RVSN USSR,Molniya | Cosmos 174,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 173,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-4A-F3,Retired,
US Air Force,Titan IIIB | OPS 4866,Retired,59.0
RVSN USSR,Voskhod | Cosmos 172,Retired,
RVSN USSR,R-36 Orb. | Cosmos 171,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1043,Retired,
General Dynamics,Atlas-SLV3 Agena-D | Lunar Orbiter 5,Retired,
RVSN USSR,R-36 Orb. | Cosmos 170,Retired,
US Air Force,Thor-SLV2A Agena-D | OGO-4,Retired,
General Dynamics,Atlas-D OV1 | OV1-11/OV1-12/OV1-86,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 1879,Retired,
RVSN USSR,Voskhod | Zenit-4 n°32,Retired,
US Air Force,Delta E1 | Explorer 35 (IMP-E),Retired,
RVSN USSR,R-36 Orb. | Cosmos 169,Retired,
General Dynamics,Atlas-LV3C Centaur-D | Surveyor 4,Retired,
RVSN USSR,Voskhod | Cosmos 168,Retired,
Martin Marietta,"Titan IIIC | OPS 9331-9334, LES-5 & DODGE",Retired,
US Air Force,Thor-LV2D Burner-2 | Aurora & SECOR-9,Retired,
RVSN USSR,Cosmos-3M | Tselina-O n°01,Retired,
US Air Force,Titan IIIB | OPS 4282,Retired,59.0
RVSN USSR,Voskhod | Zenit-4 n°31,Retired,
RVSN USSR,Molniya-M /Block VL | Cosmos 167,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1042,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 166,Retired,
General Dynamics,Atlas-SLV3 Agena-D | Mariner 5,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 165,Retired,
RVSN USSR,Molniya-M /Block VL | Venera 4,Retired,
RVSN USSR,Voskhod | Cosmos 164,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 163,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4038,Retired,
RVSN USSR,Voskhod | Cosmos 162,Retired,
US Air Force,Thor DM-21 Agena-D | Timation 1 & Others,Retired,
US Air Force,Scout B | ESRO 2A,Retired,
RVSN USSR,Molniya | Molniya-1 n°8,Retired,
US Air Force,Delta E1 | Explorer 34 (IMP-F),Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4037,Retired,
RVSN USSR,Voskhod | Cosmos 161,Retired,
US Air Force,Scout A | Transit-O 13,Retired,
RVSN USSR,R-36 Orb. | Cosmos 160,Retired,
RVSN USSR,Molniya-M /Block L | Cosmos 159,Retired,
RVSN USSR,Cosmos-3M | Cosmos 158,Retired,
RVSN USSR,Vostok-2 | Cosmos 157,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1041,Retired,
US Air Force,Scout A | Ariel 3,Retired,
General Dynamics,Atlas-SLV3 Agena-D | Lunar Orbiter 4,Retired,
Martin Marietta,"Titan IIIC | Vela 4A/4B, ERS-18, OV5-1, OV5-3",Retired,
RVSN USSR,Vostok-2M | Cosmos 156,Retired,
US Air Force,Titan IIIB | OPS 4243,Retired,59.0
ASI,Scout B | San Marco 2,Retired,
RVSN USSR,Soyuz | Soyuz 1,Retired,
US Air Force,Delta E | ESSA-5,Retired,
General Dynamics,Atlas-LV3C Centaur-D | Surveyor 3,Retired,
US Air Force,Scout A | Transit-O 12,Retired,
UT,Lambda-IV S | Ōsumi,Retired,
RVSN USSR,Voskhod | Cosmos 155,Retired,
RVSN USSR,Proton-K/Block D | Cosmos 154,Retired,
General Dynamics,Atlas-SLV3 Agena-D | ATS-2,Retired,
RVSN USSR,Vostok-2 | Cosmos 153,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 4779,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 152,Retired,
RVSN USSR,Cosmos-3 | Cosmos 151,Retired,
US Air Force,Delta E1 | Intelsat 2-3,Retired,
RVSN USSR,R-36 Orb. | OGTch n°08,Retired,
RVSN USSR,Voskhod | Cosmos 150,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 149,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 148,Retired,
RVSN USSR,Vostok-2 | Cosmos 147,Retired,
RVSN USSR,Proton-K/Block D | Cosmos 146,Retired,
US Air Force,Delta C | OSO-3,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 145,Retired,
RVSN USSR,Vostok-2M | Cosmos 144,Retired,
RVSN USSR,Vostok-2 | Cosmos 143,Retired,
US Air Force,Titan IIIB | OPS 4204,Retired,59.0
US Air Force,Thor-SLV2A Agena-D | OPS 4750,Retired,
Armée de l'Air,Diamant A | Diadème 2,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 142,Retired,
RVSN USSR,Voskhod | Cosmos 141,Retired,
Armée de l'Air,Diamant A | Diadème 1,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-4A-F2,Retired,
RVSN USSR,Soyuz | Cosmos 140,Retired,
General Dynamics,Atlas-SLV3 Agena-D | Lunar Orbiter 3,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4036,Retired,
US Air Force,Scout B | OV3 5,Retired,
US Air Force,Delta E | ESSA-4,Retired,
RVSN USSR,R-36 Orb. | Cosmos 139,Retired,
RVSN USSR,Vostok-2 | Cosmos 138,Retired,
Martin Marietta,Titan IIIC | OPS 9321-9328,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 1664,Retired,
US Air Force,Delta E1 | Intelsat-2 2,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 1584,Retired,
RVSN USSR,Cosmos-1 (65S3) | Cosmos 137,Retired,
RVSN USSR,Molniya-M /Block L | Luna 13,Retired,
UT,Lambda-IV S | Ōsumi,Retired,
RVSN USSR,Vostok-2 | Cosmos 136,Retired,
US Air Force,Delta G | Biosatellite 1,Retired,
US Air Force,Titan IIIB | OPS 8968,Retired,59.0
RVSN USSR,Soyuz | Soyuz 7K-OK n°1,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 135,Retired,
General Dynamics,Atlas-D OV1 | OV1-9/OV1-10,Retired,
General Dynamics,Atlas-SLV3 Agena-D | ATS-1,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4035,Retired,
RVSN USSR,Voskhod | Cosmos 134,Retired,
RVSN USSR,Soyuz | Cosmos 133,Retired,
RVSN USSR,Vostok-2 | Cosmos 132,Retired,
RVSN USSR,Cosmos-3 | Strela-2 n°2,Retired,
RVSN USSR,Voskhod | Cosmos 131,Retired,
NASA,Titan II GLV | Gemini XII,Retired,
General Dynamics,Atlas-SLV3 Agena-D | GATV 5001,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1037,Retired,
General Dynamics,Atlas-SLV3 Agena-D | Lunar Orbiter 2,Retired,
Martin Marietta,"Titan IIIC | Gemini B, OV4-3, &  OV4-1R/T",Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4034,Retired,
RVSN USSR,R-36 Orb. | OGTch n°06,Retired,
US Air Force,Scout B | OV3 2,Retired,
US Air Force,Delta E1 | Intelsat-2 1,Retired,
General Dynamics,Atlas-LV3C Centaur-D | Surveyor SD-4,Retired,
RVSN USSR,Molniya-M /Block L | Luna 12,Retired,
RVSN USSR,Voskhod | Cosmos 130,Retired,
RVSN USSR,Molniya | Molniya-1 n°7,Retired,
RVSN USSR,Vostok-2 | Cosmos 129,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4033,Retired,
General Dynamics,Atlas-SLV3 Agena-D | Midas 12,Retired,
US Air Force,Delta E | ESSA-3,Retired,
US Air Force,Titan IIIB | OPS 4096,Retired,59.0
UT,Lambda-IV S | Ōsumi,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 1703,Retired,
General Dynamics,Atlas-LV3C Centaur-D | Surveyor 2,Retired,
RVSN USSR,R-36 Orb. | OGTch n°05,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4032,Retired,
RVSN USSR,Vostok-2 | Zenit-2 n°40,Retired,
US Air Force,Thor-LV2D Burner-2 | DMSP-4A-F1,Retired,
NASA,Titan II GLV | Gemini XI,Retired,
General Dynamics,Atlas-SLV3 Agena-D | GATV 5006,Retired,
RVSN USSR,Voskhod | Cosmos 128,Retired,
Martin Marietta,"Titan IIIC | IDCSP-1 8-14, GGTS-2",Retired,
NASA,Saturn IB | AS-202,Retired,
RVSN USSR,Molniya-M /Block L | Luna 11,Retired,
General Dynamics,Atlas-SLV3 Agena-D | Midas 11,Retired,
US Air Force,Scout A | Transit-O 10,Retired,
US Air Force,Delta E1 | Pioneer 7,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4031,Retired,
General Dynamics,Atlas-SLV3 Agena-D | Lunar Orbiter 1,Retired,
US Air Force,Thorad SLV-2G Agena-D | KH-4A 1036,Retired,
RVSN USSR,Voskhod | Cosmos 127,Retired,
US Air Force,Scout B | OV3 3,Retired,
US Air Force,Titan IIIB | KH-8,Retired,59.0
RVSN USSR,Voskhod | Cosmos 126,Retired,
RVSN USSR,Vostok-2A | Cosmos 125,Retired,
NASA,Titan II GLV | Gemini X,Retired,
General Dynamics,Atlas-SLV3 Agena-D | GATV 5005,Retired,
RVSN USSR,Voskhod | Cosmos 124,Retired,
General Dynamics,Atlas-D OV1 | OV1-7/OV1-8,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4030,Retired,
RVSN USSR,Cosmos-1 (65S3) | Cosmos 123,Retired,
RVSN USSR,Proton | Proton 3,Retired,
NASA,Saturn IB | AS-203,Retired,
US Air Force,Delta E1 | Explorer 33 (IMP-D),Retired,
RVSN USSR,Vostok-2M | Cosmos 122,Retired,
US Air Force,Thor-SLV2A Agena-D | PAGEOS-1,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 1599,Retired,
RVSN USSR,Voskhod | Cosmos 121,Retired,
Martin Marietta,Titan IIIC | OPS 9311-9317 & GGTS-1,Retired,
NASA,Scout B | OV3 4,Retired,
General Dynamics,Atlas-SLV3 Agena-D | Midas 10,Retired,
RVSN USSR,Voskhod | Cosmos 120,Retired,
General Dynamics,Atlas-SLV3 Agena-B | OGO-3,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4029,Retired,
NASA,Titan II GLV | Gemini IX-A,Retired,
General Dynamics,Atlas SLV-3 | ATDA,Retired,
General Dynamics,Atlas-LV3C Centaur-D | Surveyor 1,Retired,
US Air Force,Delta C1 | Explorer 32 (AE-B),Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 119,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 1778,Retired,
RVSN USSR,R-36 Orb. | OGTch n°04,Retired,
US Air Force,Scout A | Transit-O 9,Retired,
General Dynamics,Atlas-SLV3 Agena-D | GATV 5004,Retired,
RVSN USSR,Voskhod | Zenit-4 n°18,Retired,
US Air Force,Thor-SLV2A Agena-D | Nimbus-2,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4028,Retired,
RVSN USSR,Vostok-2M | Cosmos 118,Retired,
RVSN USSR,Vostok-2 | Cosmos 117,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 1508,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 116,Retired,
RVSN USSR,Molniya | Molniya-1 n°6,Retired,
US Air Force,Scout B | OV3 1,Retired,
RVSN USSR,Vostok-2 | Cosmos 115,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4027,Retired,
General Dynamics,Atlas-SLV3B Agena-D | OAO-1,Retired,
General Dynamics,Atlas-LV3C Centaur-D | Surveyor Model-3,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 1612,Retired,
RVSN USSR,Voskhod | Cosmos 114,Retired,
RVSN USSR,Molniya-M /Block L | Luna 10,Retired,
US Air Force,Thor-LV2D Burner-1I | DMSP-3B-F6,Retired,
General Dynamics,Atlas-D OV1 | OV1-4/OV1-5,Retired,
RVSN USSR,Molniya | Molniya-1 n°5,Retired,
US Air Force,Scout A | Transit-O 8,Retired,
RVSN USSR,Proton | N-4 n°3,Retired,
RVSN USSR,Voskhod | Cosmos 113,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4026,Retired,
RVSN USSR,Vostok-2 | Cosmos 112,Retired,
NASA,Titan II GLV | Gemini VIII,Retired,
General Dynamics,Atlas-SLV3 Agena-D | GATV 5003,Retired,
RVSN USSR,R-36 Orb. | OGTch n°03,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 3488,Retired,
RVSN USSR,Molniya-M /Block L | Cosmos 111,Retired,
US Air Force,Delta E | ESSA-2,Retired,
NASA,Saturn IB | AS-201,Retired,
RVSN USSR,Voskhod | Cosmos 110,Retired,
RVSN USSR,Cosmos-1 (65S3) | DS-K40 n°2,Retired,
RVSN USSR,Voskhod | Cosmos 109,Retired,
Armée de l'Air,Diamant A | Diapason,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4025,Retired,
RVSN USSR,Cosmos-1 (65S3) | Cosmos 108,Retired,
RVSN USSR,Vostok-2 | Cosmos 107,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 1439,Retired,
RVSN USSR,R-36 Orb. | OGTch n°02,Retired,
US Air Force,Delta C | ESSA-1,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 7291,Retired,
RVSN USSR,Molniya-M /Block L | Luna 9,Retired,
US Air Force,Scout A | Transit-O 7,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 106,Retired,
RVSN USSR,Vostok-2 | Cosmos 105,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4024,Retired,
RVSN USSR,Vostok-2 | Cosmos 104,Retired,
US Air Force,Thor-LV2D Burner-1I | DMSP-3B-F5,Retired,
RVSN USSR,Cosmos-3 | Cosmos 103,Retired,
RVSN USSR,Cosmos-1 (65S3) | DS-K40 n°1,Retired,
RVSN USSR,Vostok-2A | Cosmos 102,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 4639,Retired,
US Air Force,Scout A | Transit-O 6,Retired,
Martin Marietta,"Titan IIIC | LES 3 & 4, OV2-3, OSCAR-4",Retired,
RVSN USSR,Cosmos-1 (65S3) | Cosmos 101,Retired,
RVSN USSR,Vostok-2M | Cosmos 100,Retired,
RVSN USSR,R-36 Orb. | OGTch n°01,Retired,
US Air Force,Delta E | Pioneer 6,Retired,
NASA,Titan II GLV | Gemini VI-A,Retired,
RVSN USSR,Vostok-2 | Cosmos 99,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 7249,Retired,
US Air Force,Scout X-4 | France 1,Retired,
NASA,Titan II GLV | Gemini VII,Retired,
RVSN USSR,Molniya | Luna 8,Retired,
US Air Force,Thor DM-21 Agena-B | Alouette 2 & Explorer 31 (DME-A),Retired,
RVSN USSR,Vostok-2 | Cosmos 98,Retired,
Armée de l'Air,Diamant A | Astérix,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 97,Retired,
RVSN USSR,Molniya | Cosmos 96,Retired,
NASA,Scout X-4 | Explorer 30 (SOLRAD 8),Retired,
RVSN USSR,Molniya | Venera 3,Retired,
RVSN USSR,Molniya | Venera 2,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4023,Retired,
US Air Force,Delta E | Explorer 29 (GEOS 1),Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 95,Retired,
RVSN USSR,Proton | Proton 2,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 2155,Retired,
RVSN USSR,Voskhod | Cosmos 94,Retired,
General Dynamics,Atlas-SLV3 Agena-D | GATV 5002,Retired,
RVSN USSR,Cosmos-2 (63SM) | Cosmos 93,Retired,
RVSN USSR,Voskhod | Cosmos 92,Retired,
Martin Marietta,Titan IIIC | LCS-2 & OV2-1,Retired,
US Air Force,Thor-SLV2A Agena-D | OGO-2,Retired,
RVSN USSR,Molniya | Molniya-1 n°4,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 5325,Retired,
General Dynamics,Atlas-D OV1 | OV1-2,Retired,
RVSN USSR,Molniya-M /Block L | Luna 7,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4022,Retired,
RVSN USSR,Voskhod | Cosmos 91,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 7221,Retired,
RVSN USSR,Cosmos-3 | Cosmos 86 to 90,Retired,
US Air Force,Thor-LV2D Burner-1I | DMSP-3B-F4,Retired,
RVSN USSR,Voskhod | Cosmos 85,Retired,
RVSN USSR,Cosmos-3 | Cosmos 80 to 84,Retired,
US Air Force,Thor DM-21 Agena-D | MPRV,Retired,
US Air Force,Delta C | OSO-C,Retired,
RVSN USSR,Voskhod | Cosmos 79,Retired,
NASA,Titan II GLV | Gemini V,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 7208,Retired,
RVSN USSR,Vostok-2 | Cosmos 78,Retired,
US Air Force,Thor-DSV2A Ablestar | OPS 8464 & Others,Retired,
General Dynamics,Atlas-LV3C Centaur-D | Surveyor SD-2,Retired,
NASA,Scout B | SECOR 5 & SEV,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4021,Retired,
RVSN USSR,Voskhod | Cosmos 77,Retired,
NASA,Saturn I Block II | A-105,Retired,
RVSN USSR,Cosmos-1 (65S3) | Cosmos 76,Retired,
General Dynamics,"Atlas-LV3 Agena-D | Vela 3A/3B, ERS-17",Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 5543,Retired,
RVSN USSR,Molniya | Zond 3,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 8411,Retired,
RVSN USSR,Proton | Proton 1,Retired,
RVSN USSR,Cosmos-3 | Cosmos 71 to 75,Retired,
RVSN USSR,Vostok-2 | Zenit-2 n°28,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4020,Retired,
RVSN USSR,Cosmos-1 (65S3) | Cosmos 70,Retired,
US Air Force,Delta C | TIROS-10,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4019,Retired,
RVSN USSR,Voskhod | Cosmos 69,Retired,
US Air Force,Thor-DSV2A Ablestar | OPS 8480,Retired,
Martin Marietta,Titan IIIC | Transtage 5,Retired,
RVSN USSR,Vostok-2 | Cosmos 68,Retired,
US Air Force,Thor-SLV2A Agena-D | OPS 8425,Retired,
RVSN USSR,Molniya | Luna 6,Retired,
NASA,Titan II GLV | Gemini IV,Retired,
US Air Force,Delta C | Explorer 28 (IMP-C),Retired,
General Dynamics,Atlas-D OV1 | OV1-3,Retired,
General Dynamics,Atlas-SLV3 Agena-D | KH-7 Gambit 4018,Retired,
