Name,Baths,Balcony
"S2 carnation ,Horamavu Agara, Horamavu,Bangalore",3,No
DSMAX SUNRISE,3,Yes
"Thirumalashettyhally, Bangalore",3,Yes
SJR Hamilton Homes,3,Yes
Tata Value Homes New Haven Bengaluru,3,Yes
Prestige Falcon City,3,Yes
"Provident Sunworth 2,Venkatapura, Bangalore",3,Yes
Assetz Marq Phase 3 A,3,No
"Kaggalipura, Bangalore",4,Yes
"8th Phase, JP Nagar,Bangalore",3,Yes
"Chiranjeevi Layout, Hebbal Kempapura,Bangalore",3,No
"Bannerughatta, Bangalore",2,No
Vishnu Woodstock,3,Yes
"9th Phase, JP Nagar,Bangalore",1,Yes
"Horamavu Agara, Horamavu,Bangalore",4,Yes
Anvitha Delight,3,No
"Ashwath Nagar, HBR Layout,Bangalore",3,Yes
"Lazar Layout, Cooke Town,Bangalore",4,Yes
"Attibele, Bangalore",3,No
"Shivadurga Millennium,Banashankari 3rd Stage, Banashankari,Bangalore",3,No
"Mariyappanapalya, Gnana Bharathi,Bangalore",2,Yes
"Vidyamanya Nagar, Bangalore",3,No
Navya Residency,3,Yes
"Vadarpalya, Hennur,Bangalore",3,Yes
"Binny Pete, Jagajeevanram Nagar,Bangalore",3,Yes
"Coconut Grove Layout, Horamavu,Bangalore",4,Yes
Banashankari Residency,1,Yes
Prakrith Palms Apartments,3,Yes
"SLV Sun Grove by SLV constructions,Kumbena Agrahara, Krishnarajapura,Bangalore",3,Yes
"Thotada Guddadhalli Village, Bangalore",3,Yes
"Stage 3, Kadugondanahalli,Bangalore",2,Yes
"Matsya Residency ,Banashankari 3rd Stage, Banashankari,Bangalore",4,Yes
"9th Phase, JP Nagar,Bangalore",4,Yes
"Prakashnagar,Prakash Nagar, Rajajinagar,Bangalore",3,Yes
A-Knight Swasthall,3,No
"Phase 1, Yeshwanthpur,Bangalore",3,Yes
"CHANNASANDRA RR NAGARA,Bharath Housing Society Layout, RR Nagar,Bangalore",3,Yes
Opera Tranquil Earth,3,No
"Sector 1, HSR Layout,Bangalore",4,Yes
"Veer Sandra, Electronic City,Bangalore",4,Yes
"Terrace garden ,Chamrajpet, Bangalore",3,Yes
"Vinayaka Layout, Nagarbhavi,Bangalore",3,Yes
"Railway Layout, Jnana Ganga Nagar,Bangalore",4,Yes
"Hoysalanagar, Horamavu,Bangalore",3,Yes
Ukay UK Namma Mane,2,No
Sreeja Tanishq,3,No
Ravi Teja Enclave,3,Yes
Myhna Mande Villa,3,No
Trifecta Esplanade,3,Yes
NCC Urban Mayfair,3,Yes
Ideal Carnation,3,Yes
Mantri Mantri Paradise,3,No
"Saravana Tranquil Heights ,Chikkabettahalli, Bangalore",3,Yes
"Rajanukunte, Bangalore",2,Yes
RMZ Galleria,3,Yes
Provident Sunworth,6,No
"Meadows Apartments,Bharath Housing Society Layout, Subramanyapura,Bangalore",3,No
Shravanthi Paradise,3,Yes
"Andrahalli, Bangalore",3,Yes
"Narasimhaswamy Nagar, Laggere,Bangalore",2,No
Bharath Residency,2,No
Tata Value Homes New Haven Bengaluru,3,No
Brigade Millennium Magnolia,3,Yes
"Kengeri, Bangalore",6,Yes
Vajram Essenza,3,Yes
Shoban Silver Domicile,3,Yes
Shoban Silver Domicile,3,Yes
Ranka Court Apartments,3,Yes
"Jinke Thimmanahalli, NRI Layout,Bangalore",4,Yes
Panchmukhi Paradise,3,Yes
Vishnu Woodstock,3,Yes
"Vestmint orchid ,RR Nagar, Bangalore",4,Yes
"Ashwath Nagar, HBR Layout,Bangalore",3,Yes
"Prime Living,Electronics City Phase 1, Electronic City,Bangalore",4,Yes
"Prime Living,Electronics City Phase 1, Electronic City,Bangalore",4,Yes
"Prakashnagar ,Prakash Nagar, Rajajinagar,Bangalore",3,Yes
Sai Residency,3,No
"Customise 3 Bkh Villa ,Veer Sandra, Electronic City,Bangalore",3,Yes
"Customized  3 Bkh Villa Fully Furnished  kichen ,Veer Sandra, Electronic City,Bangalore",3,Yes
"Customized 4 Bkh Villa with Roof of Garden ,Veer Sandra, Electronic City,Bangalore",6,Yes
Provident Sunworth,3,No
DS Max Synergy,3,Yes
DS Max Synergy by DS-MAX Properties Private Limited,3,Yes
GM E City Town by GM Infinite,2,Yes
Sobha Dream Acres,3,No
Provident Sunworth,3,Yes
Provident Too Good Homes,3,Yes
Sobha Victoria Park Phase 2 by Sobha Limited,3,Yes
Tata Value Homes New Haven Bengaluru,3,No
Windsor Troika,3,No
DS Max Springfield,3,Yes
Prestige Jindal City by Prestige Estates Projects Ltd.,3,No
Brigade Orchards,3,Yes
Abhee Nakshatra,3,No
SNN Raj Serenity Phase 2 by SNN Builders,3,Yes
Tata Value Homes New Haven Bengaluru,3,No
Sri Tirumala Tranquil Residency,3,No
Provident Park Square,3,Yes
Vaishnavi Serene,3,Yes
GM E City Town,3,No
Provident Sunworth,3,Yes
Park Square,3,Yes
Provident Sunworth,3,No
Provident Park Square,3,Yes
Salarpuria Gold Summit,4,Yes
Brigade Northridge Neo by Brigade Enterprises Ltd,3,Yes
Prestige Lakeside Habitat Villas by Prestige Estates Projects Ltd.,3,No
Provident Park Square,3,Yes
Godrej Aqua,3,Yes
Sobha Palm Court by Sobha Limited,3,Yes
Mithuna White Bells,3,Yes
Mithuna White Bells,3,No
Amaravathi Icon,3,Yes
Prestige Royale Gardens,3,Yes
Vaishnavi Serene,3,No
Arvind Oasis by Arvind SmartSpaces Ltd,3,No
Sobha Lake Garden,3,Yes
Orchid Piccadilly,3,No
Godrej Avenues,3,No
Sattva Luxuria,4,Yes
Sobha City,3,Yes
Sobha Lake Garden by Sobha Limited,3,No
Sobha Lake Garden by Sobha Limited,3,Yes
Narya 5 Elements,3,No
Orchid Piccadilly by Goyal & co | Hariyana Group,3,No
Mantri Serenity,3,Yes
Brigade Northridge Neo by Brigade Enterprises Ltd,3,Yes
Provident Park Square by Provident Housing Limited,3,Yes
Godrej Aqua by Godrej Properties Ltd. ,3,No
Sipani Royal Heritage,3,No
Prestige Jindal City,4,Yes
Pashmina Pashmina Waterfront by Pashmina Developers,3,Yes
Provident Sunworth,3,Yes
Arvind Oasis by Arvind SmartSpaces Ltd,3,Yes
Total Environment In That Quiet Earth Phase 2B by Total Environment Building Systems,4,Yes
Sobha Manhattan Towers Town Park Phase 1 W 4 And 5 by Sobha Limited,3,Yes
Mantri Serenity by Mantri Developers,3,Yes
SMR Vinay Estella,3,Yes
Godrej 24,3,Yes
Prestige Jindal City,2,Yes
Godrej 24,3,No
Sobha Royal Pavilion,3,No
Arvind Oasis by Arvind SmartSpaces Ltd,3,No
Concorde Spring Meadows by Concorde Housing Corporation Pvt. Ltd.,3,No
Concorde Spring Meadows by Concorde Housing Corporation Pvt. Ltd.,3,No
Concorde Spring Meadows by Concorde Housing Corporation Pvt. Ltd.,1,No
Shriram Blue,3,No
Prestige Jindal City by Prestige Estates Projects Ltd.,2,Yes
Shapoorji Pallonji Parkwest Phase 2,2,Yes
Godrej Aqua,3,No
Valmark Apas,2,Yes
Sipani Royal Heritage by  Sipani Properties Private Limited ,2,Yes
Provident Sunworth,3,No
CGA Rainbow,3,No
Arvind Oasis,3,Yes
Brigade 7 Gardens,3,Yes
Provident Sunworth,3,No
Sattva Kings Domain,5,Yes
Mantri Webcity by Mantri Developers,3,Yes
Estrella,3,No
Mukunda Brundhavan,3,Yes
Brigade 7 Gardens,3,Yes
L&T Raintree Boulevard,3,Yes
Bavisha Urban Homes Phase II,3,No
Sipani Royal Heritage,3,Yes
Mana Uber Verdant II by Mana Projects Pvt. Ltd.,3,Yes
Sattva Anugraha,2,No
Inspira Tropical Garden,3,No
Provident Park Square by Provident Housing Limited,3,Yes
Prestige Jindal City,3,No
Provident Park Square by Provident Housing Limited,3,Yes
GM Ambitious Enclave,3,Yes
GMC One Apartment,3,Yes
Provident Sunworth,3,Yes
Century Ethos,2,Yes
Brigade 7 Gardens,3,Yes
Provident Sunworth by Provident Housing Limited,3,Yes
Concorde Spring Meadows,3,No
Prestige Royale Gardens,3,No
Prestige Royale Gardens,3,No
Provident Park Square by Provident Housing Limited,3,Yes
Vajram Tiara,2,No
Prestige West Woods,4,Yes
Prestige Finsbury Park Regent by Prestige Estates Projects Ltd.,3,No
Prestige Finsbury Park Regent by Prestige Estates Projects Ltd.,3,Yes
Prestige Finsbury Park Regent by Prestige Estates Projects Ltd.,3,No
 Midhila Deluxe,3,No
Prestige Jindal City by Prestige Estates Projects Ltd.,4,Yes
Arsis Green Hills,3,Yes
Hiranandani Devanahalli Villa,1,Yes
MJR Clique Hydra,3,Yes
Provident Park Square by Provident Housing Limited,3,Yes
Godrej 24 by Godrej Properties Ltd. ,3,No
Provident Sunworth,3,No
Nandi Woods,3,Yes
Sipani Royal Heritage,2,No
Provident Harmony,3,Yes
Trifecta Esplanade,3,Yes
Provident Sunworth,3,No
DSR White Waters II,3,No
Sattva East Crest,3,Yes
Sobha Dream Acres,2,Yes
Mahaveer Ranches,2,Yes
Provident Sunworth,3,No
Prestige Jindal City,3,No
Prestige Woodland Park by Prestige Estates Projects Ltd.,3,Yes
Kethana Eternal Blossom,3,Yes
Safco Blue Sky by Safco Properties and Developers,3,No
LVS Heights,3,Yes
"Monishpark Apartment ,Kamala Nagar, Bangalore",3,Yes
"sobha elite vills,Sarjapur, Bangalore",3,Yes
"tetra grand green,Chamundi Nagar, Hebbal,Bangalore",3,Yes
"GM Silver Oak ,Kaval Bairasandra, Bangalore",3,No
"SOBHA ELITE VILLAS,Sarjapur, Bangalore",3,Yes
Vijetha Elysium,3,Yes
Sobha Indraprastha by Sobha Limited,4,Yes
Brigade Meadows by Brigade Enterprises Ltd,3,No
Aswani Aaeesha,2,No
"N D Residency,Chandra Nagar, Kumaraswamy Layout,Bangalore",3,No
"Rajapura, Bangalore",3,No
"GM Global Techies Town,Veer Sandra, Electronic City Phase II,Bangalore",3,Yes
Sobha Sapphire,3,Yes
Myhna Maple,3,Yes
"Terracon Doctors Enclave, Chandapura,Bangalore",4,Yes
Sri Nilaya,3,No
Shriram Surabhi,3,Yes
"Keerthi Signature,KIADB Export Promotion Industrial Area, Krishnarajapura,Bangalore",3,Yes
"Abhee Nakshatra ,Devasthanagalu, Varthur,Bangalore",3,Yes
Blue Wings,3,No
Blue Wings,3,No
The Icon,3,Yes
"Biotech Park, Chandapura,Bangalore",4,Yes
"Bommasandra Industrial Area, Bommasandra,Bangalore",3,No
"Sector 3, HSR Layout,Bangalore",3,Yes
Prakruthi Hillcrest by Prakruthi Shelters,3,Yes
Prakruthi Hillcrest by Prakruthi Shelters,3,No
PRISTINE SINDHU,3,Yes
Abhee Nandika,3,Yes
HM Symphony,3,No
"Sarjapur, Bangalore",3,Yes
First Daisy,3,Yes
Raaya Homes,3,No
PSR Aster,3,Yes
MK Shri Sai Lake Ville by M K Builders,3,No
"Monishpark apt ,Kamala Nagar, Bangalore",3,No
KSR Cordelia,3,No
Akshaya Classic Home,3,Yes
"PLAM MEADOWS ,Sarjapur, Bangalore",3,Yes
Anriya Greinberg Apartments by Anriya Group,3,Yes
Sattva East Crest,3,No
Ahad Excellencia,3,Yes
"Gagan gauravi ,Rahmath Nagar, R. T. Nagar,Bangalore",3,No
"Battarahalli, Bangalore",3,Yes
Oakwood Apartments,3,No
Rohan Avriti,3,Yes
Ravoos Rainbow,3,No
"PJC Pinacle AECS Layout ,AECS Layout, Singasandra,Bangalore",3,Yes
Karnataka Kengeri Diamond,3,No
Mantri Global Heights,3,Yes
Brigade Gardenia,3,Yes
"Saptagiri Layout, Hosakerehalli,Bangalore",4,Yes
"Eco Nana ,Chamundi Nagar, Hebbal,Bangalore",6,No
NR Orchid Gardenia,5,Yes
Citilights Rustique by Citilights Properties Builders,4,Yes
SLV Pride by SLV Projects Pvt. Ltd.,3,Yes
"Devasthanagalu, Varthur,Bangalore",3,No
Hoysala Hoysala Ace,3,No
"Sai Paradise,Muthurayya Swamy Layout, Hulimavu,Bangalore",3,Yes
"Godavari Flats,Yelahanka, Bangalore",3,Yes
"Veer Sandra, Electronic City Phase II,Bangalore",3,No
"GM Global Techies Town,Veer Sandra, Electronic City Phase II,Bangalore",3,Yes
Hoysala Hoysala Ace,3,No
"Balaji Enclave ,Banashankari 3rd Stage, Banashankari,Bangalore",3,No
"Veer Sandra, Electronic City,Bangalore",3,Yes
"Horamavu Agara, Horamavu,Bangalore",4,Yes
SLS Silicon Valley,3,Yes
"Skyline Beverly park,Amrutahalli, Bangalore",3,No
"Abhee Nakshatra ,Kasavanahalli, Bangalore",3,Yes
YPR RESIDENCY,3,Yes
Soorya Signature by Soorya Homes,3,Yes
Abhee Nandika,2,Yes
Chaithrashree Comforts,3,No
"Bommasandra Industrial Area, Bommasandra,Bangalore",3,Yes
Candeur Rise,3,No
Sona Vistaas,2,No
"Kattriguppe,Ittamadu, Banashankari,Bangalore",3,Yes
"Lingadheeranahalli, Bangalore",3,No
"Vishwapriya Nagar, Begur,Bangalore",3,Yes
Dynamic Krishna Aashraya,3,Yes
Nishant Prime,3,No
Ideal Apartments,3,Yes
Bhartiya Nikoo Homes,3,Yes
Sumadhura Aspire Aurum by Sumadhura Homes LLP,3,Yes
DS Max Sigma,3,No
Godrej E City,3,No
"MV ENCLAVE,2 Stage, Uttarahalli Hobli,Bangalore",3,No
Prakruthi Krishna,3,Yes
Prashant Residency,3,No
"Kasavanahalli, Bangalore",3,Yes
"Terracon Doctors Enclave, Chandapura,Bangalore",3,No
"adiga ,Sundar Ram Shetty Nagar, Bilekahalli,Bangalore",3,Yes
Ahad Silver Crown,3,Yes
"Belur Nagasandra, Bellandur,Bangalore",3,No
Godrej E City,3,No
Sindhura Residency,3,Yes
"adiga ,Sundar Ram Shetty Nagar, Bilekahalli,Bangalore",3,No
"Sunny Side Apartment,Akshaya Gardens, Akshayanagar,Bangalore",3,No
"psr nandanam,Devanahalli, Bangalore",4,Yes
Century Breeze,3,Yes
SNN Raj Serenity,3,Yes
Sobha Jade Apartments,3,Yes
"Sarjapur, Bangalore",3,Yes
Sumuka Residency,3,No
Sumuka Residency,3,Yes
Sumukha Greenville,3,No
Appaswamy Springs,3,No
Icon Honey Pool by Iconhomz,3,Yes
"Sri Lakshmi residential,Kanka Nagar, Kumaraswamy Layout,Bangalore",3,No
"Inasappa Layout, Kammanahalli,Bangalore",3,Yes
SLV Greencity,3,No
"Yelahanka, Bangalore",3,Yes
"M Vishveshvaraiah Nagar, Ramamurthy Nagar,Bangalore",3,No
"Route 154,Rachenahalli, Jakkur,Bangalore",3,Yes
Unique Concord,3,No
"ATLANTIS LIBERTY SQUARE ,Raghuvanahalli, Bangalore City Municipal Corporation Layout,Bangalore",3,Yes
Kristal Tiara,4,Yes
"Kasavanahalli, Bangalore",3,Yes
Bhavana Residency,3,No
"Devasthanagalu, Varthur,Bangalore",3,No
Sai Sunshine,3,No
"Belur Nagasandra, Bellandur,Bangalore",3,Yes
Bhavana Residency,3,Yes
Samvriddhi Gardenia,3,Yes
Sai Sunshine,3,Yes
"Bhartiya City Nikoo Home,P&T Layout, Thanisandra,Bangalore",2,No
Sashank Advaith by Sashank Constructions,3,Yes
"Lakven Amravati Square ,Industrial Area, Hoodi,Bangalore",3,Yes
"DS Max Saffron ,Annaiah Reddy Layout, Dodda Banaswadi,Bangalore",3,No
"LMP Pearl Tuscany,Somasundarapalya, Bangalore",3,Yes
i1 Tulasi Premier,3,No
Shriram Surabhi,3,No
Krishna Wilson Vintage by Sai Krishna Constructions,2,Yes
Arvind Skylands,3,Yes
Anvitha Delight,3,No
SNN Raj Serenity,3,Yes
Mahaveer Orchids,2,Yes
Sowparnika Tharangini,3,Yes
Sowparnika Sai Krishna,3,Yes
Midtown Opulent,3,Yes
Suraksha Sunflower by Suraksha Properties,3,No
"Anjanapura Township, Bangalore",3,Yes
"ascent apartment,Tatanagar, Devinagar,Bangalore",3,No
Puravankara Purva Highlands by Puravankara Limited,3,No
"M Vishveshvaraiah Nagar, Ramamurthy Nagar,Bangalore",3,No
SLS Sunflower,3,No
"Akshaya Vana, Akshayanagar,Bangalore",6,Yes
Wise Golden Rays by Wise Builders and Developers,3,Yes
Sowparnika Sanvi,3,Yes
"Chamundi Nagar, Hebbal,Bangalore",3,No
Wise Golden Rays by Wise Builders and Developers,3,No
Vakil Whispering Woods Residences,3,No
Puravankara Purva Highlands,3,No
Paras Manyata Apartment,3,Yes
Abhee Nakshatra,3,Yes
Sai Purvi Symphony,3,Yes
NR Windgates,3,Yes
Golden Pearl,4,Yes
"Aster park,Self Financed Society 208 Colony, Yelahanka New Town,Bangalore",3,Yes
Pearlite Lakeside,3,Yes
Mantri Splendor by Mantri Developers,3,No
Mahaveer Calyx,3,Yes
Vijaya Vijay Mansion,3,No
Vijaya Vijay Mansion,3,No
Shree Tirumala Sunidhi Desire,3,Yes
Aratt Premier,3,No
Sri Sai samruddi enclave,3,Yes
Sobha Amber by Sobha Limited,3,Yes
"Sundar Ram Shetty Nagar, Bilekahalli,Bangalore",4,Yes
Century Breeze,3,Yes
Accent Ashelar by Accent Homez,3,Yes
Marvel Shine,3,No
Prakruthi Krishna Apartments,3,Yes
DS Max Signature,3,No
"Hoodi, Bangalore",3,Yes
"GD Layout, Vidyaranyapura,Bangalore",3,Yes
"TG Lakevista apartment,AECS C Block, Begur,Bangalore",3,Yes
Aswani Aaeesha,2,Yes
Artha Citrine by Artha Property,2,Yes
"Kothanur, Bangalore",3,Yes
"Sarjapur Road ,Kasavanahalli, Bangalore",3,Yes
"Siri desire ,Poornapragna Housing Society L, Kodipur,Bangalore",3,Yes
Vensa Residency,3,Yes
"Jahnvi Meadows ,Akshaya Vana, Akshayanagar,Bangalore",3,No
Plama Heights,3,Yes
Fortuna Acacia,3,Yes
Kumar Princetown,3,No
Shreedevi Devin Indra Paradise,3,No
Godrej Nurture by Godrej Properties Ltd. ,3,Yes
GM Sri Sai Enclave,3,No
"Chitrkoot annex,Malleswaram, Bangalore",3,Yes
Pyramid Banksia by Pyramid Ventures,3,No
Sparkle Realty The Marquise,3,No
"Bhartiya city nikoo homes 2,Rachenahalli, Thanisandra,Bangalore",3,Yes
Sobha Clovelly,4,Yes
DSMAX SANDALWOOD,3,Yes
Tetra Green Pride,3,Yes
DNA Iris,3,Yes
Mythri Maiden,3,Yes
Genesis Eco Sphere,3,Yes
"Nagashetty Halli, RMV Extension Stage 2,Bangalore",3,Yes
"Mallasandra Village, T Dasarahalli,Bangalore",3,Yes
"Vittasandra, Bangalore",3,No
"Srinidhi Cintiila apartments ,Chiranjeevi Layout, Hebbal Kempapura,Bangalore",3,No
Golden Bell,3,No
Splendor,3,Yes
Crescent Crescent Magna,3,No
 Vikas Orchid Apartments,3,Yes
Legacy Ariston,3,No
"Anekal, Bangalore",4,Yes
"JS Nagar, Maruthi Nagar,Bangalore",3,No
Sobha City,3,Yes
"Anekal, Bangalore",3,Yes
V6 Golden Nest,3,Yes
"PRINCE TOWN  ,Shetty Halli, Jalahalli West,Bangalore",3,Yes
Bhartiya City The Loft by Bhartiya City Developers Pvt Ltd,3,Yes
Harmony,3,No
Ozone Urbana Meadows by Ozone Group,3,Yes
Lavyuk Elite Homes,3,Yes
"Pavan brindavan layout ,Kuthaganahalli, Bangalore",3,Yes
Shastri Enclave,3,Yes
Provident The Tree by Provident Housing Limited,3,No
Provident The Tree by Provident Housing Limited,3,Yes
Lotus Krest Phase I,3,No
"Chikkalasandra, Bangalore",3,No
Baldota Spring Woods,3,Yes
Sowparnika Swastika,3,No
Sai Purvi Symphony,3,No
"affinity ,Nagavara Village, Nagavara,Bangalore",3,Yes
"affinity,Nagavara Village, Nagavara,Bangalore",3,No
Dsmax Sherwood by DS-MAX Properties Private Limited,3,No
"Chandapura,Dommasandra, Bangalore",4,Yes
Friends Paradise,3,Yes
Lakevista,3,No
The Commune,3,Yes
The Commune,3,No
Sathya Sathya Sai Paradise,3,No
"5th Stage, RR Nagar,Bangalore",5,Yes
Century Celeste,3,Yes
Sowparnika Tharangini,3,Yes
"krishnarajapu,Hampapura, Bangalore",3,Yes
"Akshayanagara East, Akshayanagar,Bangalore",5,Yes
Fortuna Blue Wings,3,No
Shell North Gate,3,Yes
Pristine Reliable Green Fields by Pristine Builders,3,Yes
Ankshu Ankshu Maple by TGR Projects India Pvt. Ltd,3,No
"SHIVADURGANADANAM  ,Kathriguppe, Banashankari,Bangalore",4,Yes
Royal Legend,3,Yes
Manya Elite,3,Yes
Rigel Villa,4,Yes
"Lingadheeranahalli, Bangalore",3,No
Sai Vrushabadri Towers by Sai Projects and Developers,3,Yes
"Duravani Nagar, Krishnarajapura,Bangalore",3,Yes
KHB Surya City,2,Yes
"M Vishveshvaraiah Nagar, Ramamurthy Nagar,Bangalore",1,No
"Srinivasa Nagar, Banashankari,Bangalore",3,Yes
"Shivadurga nandakam,Banashankari 3rd Stage, Banashankari,Bangalore",4,Yes
Srinidhi Aashritha by Srinidhi Constructions,3,Yes
"krishna villa apartmen,7th Phase, JP Nagar,Bangalore",3,No
"Sai Poorna Paradise,Reliaable Tranquil Layout, Bangalore",3,Yes
"Sahakara Nagar, Bangalore",5,Yes
"Veer Sandra, Electronic City Phase II,Bangalore",3,Yes
Veracious Vani Vilas by Veracious Builders & Developers (P) LTD,3,No
DS Max Stone Hill by DS-MAX Properties Private Limited,3,Yes
Riches Residency,3,No
Mahaveer Thrishla,3,Yes
"Shashank ,GD Layout, Vidyaranyapura,Bangalore",3,No
Icon Iconest,3,No
Bhanu Paradise,3,No
"RR Nagar, Bangalore",3,No
Prestige Sunnyside,3,Yes
DS-MAX Seasons,3,Yes
Vasundhara Residency,3,Yes
"Kithaganur Colony, Bangalore",4,Yes
Amigo Sri Sai Supreme,3,Yes
"34 6TH MAIN ROAD ,Bhoomi Reddy Colony, New Thippasandra,Bangalore",1,Yes
Om Sai Residency,3,Yes
Arya Heights,3,Yes
SJR Hamilton Homes,3,Yes
KP Aaditya by K. Patel Realty,3,Yes
Mahaveer Turquoise,2,No
"Horamavu Agara, Horamavu,Bangalore",3,No
Arun Patios by Arun Shelters,3,Yes
"Veer Sandra, Electronic City,Bangalore",3,No
"Omkar Nagar, Arakere,Bangalore",3,Yes
Gurukrupa Residency,3,No
"Dodsworth Layout, Whitefield,Bangalore",5,Yes
Manar Mansion Apartment,3,No
Srinivasa Sai Poorna Luxuria,3,Yes
NCC Nagarjuna Aster Park,3,Yes
"Sector 3, HSR Layout,Bangalore",3,No
"Teachers Colony, Chandapura,Bangalore",3,Yes
"HSR Layout ,Sector 3, HSR Layout,Bangalore",3,No
Prabhavathi Paramount A and B,3,No
"Kaval Bairasandra, Bangalore",2,Yes
Sowparnika Purple Rose,3,No
CC Aspire,3,Yes
"Sector 3, HSR Layout,Bangalore",3,No
"Veer Sandra, Electronic City,Bangalore",3,No
"Industrial Layout, Kudlu Gate,Bangalore",3,Yes
"Jayanagar, Bangalore",4,Yes
"Flats,Electronics City Phase 1, Electronic City,Bangalore",3,No
Prakruthi Hillcrest by Prakruthi Shelters,3,Yes
"Bommasandra Industrial Area, Bommasandra,Bangalore",5,Yes
"Tavarekere, S.G. Palya,Bangalore",1,Yes
"Rayasandra, Bangalore",3,No
"Rachenahalli, Jakkur,Bangalore",3,Yes
Harmony,3,Yes
"Chinnapa Garden, Benson Town,Bangalore",3,Yes
Sahiti Elegance,3,Yes
BM Bhavisha Park,3,No
"Bande Mutt, Kengeri Satellite Town,Bangalore",3,Yes
ELV Marvel,3,Yes
"Kaggadasapura, Bangalore",3,Yes
Lakshmi Enclave,3,Yes
"Duravani Nagar, Krishnarajapura,Bangalore",3,Yes
GR Sankalpa by GR Constructions,3,No
Raheja Park,3,No
Whitestone Milano,3,No
Ansal Forte,3,Yes
Arvind Shambhavi,3,Yes
"Esther Enclave Layout, Kalkere,Bangalore",4,Yes
Srikara,3,Yes
"Horamavu Agara, Horamavu,Bangalore",6,Yes
Legacy Eldora,4,Yes
"Lakshmi krishna Enclave,7th Phase, JP Nagar,Bangalore",3,Yes
"Bhoopasandra, RMV Extension Stage 2,Bangalore",1,Yes
Icon Happy Living,2,Yes
" Sri nilayam Shivadurga,Banashankari 3rd Stage, Banashankari,Bangalore",4,Yes
Aryan Arya Heights,3,Yes
Webcity,3,No
"Avani Alma,Srinivasa Nagar, Bangalore",3,Yes
PSR Aster,3,Yes
Unitech Yashodha Tranquil by Unitech Projects,3,No
Sai Durga Residency,3,Yes
Puravankara Purva Heights by Puravankara Limited,3,Yes
"Electronic City, Bangalore",4,Yes
"Ganapathipura, Konanakunte,Bangalore",3,No
"Pattanagere,Pattanagere, RR Nagar,Bangalore",3,Yes
Sai Arcade,3,Yes
"Kanakashree Layout,Green Woods Layout, Varanasi,Bangalore",4,Yes
Vision Nest,3,No
Vmaks Chalet,3,Yes
Maruthi Apartments,3,No
Sai Arcade,3,Yes
Sri Lakshmi Vallabh Residency ,3,Yes
Sobha Ruby Platinum by Sobha Limited,3,Yes
Ram Residency,3,No
Sterling Residency,3,No
Pavan Residency,3,Yes
MSR Silicon Spring Apartment,3,Yes
"Ittamadu, Banashankari,Bangalore",6,Yes
DS Max Sigma Nest,3,No
"Stage 1, BTM Layout,Bangalore",3,Yes
"Jigani, Bangalore",5,Yes
"Sumukha Simhadri Springs,Simhadri Layout, Subramanyapura,Bangalore",3,No
Shiva Heritage,3,No
Anjanadri Willows,3,Yes
SLV Cauvery Nilaya by SLV Projects Pvt. Ltd.,3,Yes
"SLV Grand View Apartment,DLF Newtown, Akshayanagar,Bangalore",3,No
SLNS Apartment,3,Yes
DLF Maiden Heights at My Town,3,No
Brigade Buena Vista Phase 2,3,No
Siri Asphire,3,No
"Vivekananda Nagar, Banashankari,Bangalore",3,Yes
Global Pinnacle,3,No
"Sumukha Simhadri Springs,Simhadri Layout, Subramanyapura,Bangalore",2,Yes
Navajyothi Nava Sannidhi by Nava Jyothi Construction,3,No
"Dodsworth Layout, Whitefield,Bangalore",3,No
Abhee Nakshatra,3,No
 KB Eco City,3,Yes
"Hosahalli Extension, Vijayanagar,Bangalore",3,Yes
"Margondanahalli, Bangalore",4,Yes
"Kanaka Nagar, NRI Layout,Bangalore",3,Yes
Vaishnavi Malhar,3,Yes
"Upkar Vandana Spring woods,Harohalli, Bangalore",3,No
"Abhee Prakruthi Villa ,Veer Sandra, Electronic City,Bangalore",4,Yes
"Singasandra, Bangalore",3,No
"Itinaa Neela apartment,Kammasandra, Electronic City,Bangalore",3,Yes
"Teachers Colony, Chandapura,Bangalore",3,No
Abhee Nandana,3,Yes
"Abhee Prakruthi Villa ,Veer Sandra, Electronic City,Bangalore",4,Yes
Abhee Nandika,3,No
"Apartments ,Veer Sandra, Electronic City,Bangalore",3,No
Mahaveer Sanctum,3,No
NSR Breeze,3,Yes
Icon Iconest,2,No
"Sector 7, HSR Layout,Bangalore",3,Yes
"Singasandra, Bangalore",3,Yes
Vajra Vajra Global,3,No
Gunina Iris,3,Yes
Ishana Sunshine,3,No
"Sumukha Simhadri Springs,Simhadri Layout, Subramanyapura,Bangalore",2,No
"Veer Sandra, Electronic City,Bangalore",3,Yes
Janapriya Nivas by Janapriya Engineers Syndicate,2,No
"Veer Sandra, Electronic City,Bangalore",3,Yes
"Veer Sandra, Electronic City,Bangalore",3,Yes
Adhunik Serenity,3,No
Prabhavathi Windsor,3,Yes
Concorde South Scape,3,No
Suraksha Golden Palms,3,Yes
Golden Park,3,Yes
Tulip Apartments,3,No
ASN Galaxy,3,No
MBR Signity,3,No
"Kanaka Nagar, Hebbal,Bangalore",4,No
Colosseo Ventures,3,Yes
"Flats ,Teachers Colony, Chandapura,Bangalore",3,Yes
"Stage 1, Kumaraswamy Layout,Bangalore",4,Yes
Nirman I Woods,3,No
Gopalan Sanskriti,3,No
Sobha Indraprastha,4,Yes
