Neo Reference ID,Close Approach Date,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles)
3170221,1995-04-08,797324400000,7.5164621883,27059.2638778848,16813.5742690112,0.2360511039,91.8238754272,35312740.0,21942320.0
3601408,1995-04-08,797324400000,21.5347344882,77525.044157425,48171.0475765955,0.4674758318,181.8480987549,69933392.0,43454592.0
3772759,1995-04-08,797324400000,13.5922329378,48932.0385761632,30404.4658586165,0.3228583667,125.5919036865,48298924.0,30011560.0
3409964,1995-04-15,797929200000,8.1878859535,29476.3894326732,18315.4820894296,0.3826167269,148.8379058838,57238648.0,35566448.0
3562320,1995-04-15,797929200000,14.0912031607,50728.3313784829,31520.6123501468,0.2689702852,104.6294403076,40237380.0,25002350.0
3747992,1995-04-15,797929200000,11.1995010545,40318.2037961903,25052.163908805,0.2328691339,90.5860900879,34836728.0,21646538.0
3373683,1995-04-22,798534000000,9.3048655227,33497.5158818422,20814.0536878035,0.0362417486,14.0980396271,5421688.5,3368881.0
3719206,1995-04-22,798534000000,26.0538805106,93793.9698381571,58279.9253141594,0.4006429748,155.850112915,59935336.0,37242092.0
3394543,1995-04-22,798534000000,19.2686125665,69367.0052395429,43101.9594500927,0.4392369614,170.8631744385,65708916.0,40829628.0
2489486,1995-04-22,798534000000,9.3048655241,33497.5158868348,20814.0536909058,0.0362417486,14.0980396271,5421688.5,3368881.0
2356991,1995-05-08,799916400000,14.3425306846,51633.110464672,32082.8068884513,0.2269234082,88.2732086182,33947260.0,21093848.0
3648769,1995-05-08,799916400000,10.8435350851,39036.7263062466,24255.9036317897,0.3079150576,119.7789611816,46063436.0,28622494.0
3773650,1995-05-08,799916400000,15.6786970401,56443.3093445288,35071.6774091046,0.1947745932,75.7673187256,29137866.0,18105430.0
2088959,1995-05-15,800521200000,36.9027872256,132850.0340120192,82547.8447448572,0.3090826956,120.2331619263,46238112.0,28731030.0
3277704,1995-05-15,800521200000,15.7970850712,56869.5062562905,35336.4995957489,0.1834604628,71.3661193848,27445294.0,17053716.0
3459306,1995-05-15,800521200000,20.2894533769,73042.032156736,45385.478258723,0.2034854101,79.1558227539,30440984.0,18915152.0
3562321,1995-05-15,800521200000,19.8548506193,71477.4622295909,44413.3153503811,0.1496882423,58.2287254333,22393042.0,13914392.0
3701883,1995-05-15,800521200000,24.7182552115,88985.7187613528,55292.265082575,0.3425756907,133.2619476318,51248596.0,31844400.0
3728898,1995-05-15,800521200000,11.3966022742,41027.7681871315,25493.0596271651,0.2338387796,90.9632873535,34981784.0,21736672.0
3484042,1995-05-22,801126000000,15.4554198905,55639.5116057431,34572.2287530241,0.1096739132,42.6631507874,16406984.0,10194827.0
3330689,1995-05-22,801126000000,14.6851764215,52866.635117418,32849.2711372645,0.3870564736,150.5649719238,57902824.0,35979148.0
3605319,1995-05-22,801126000000,19.5361708097,70330.2149148512,43700.4604841752,0.346919794,134.9517974854,51898464.0,32248210.0
3694462,1995-05-22,801126000000,4.8238986328,17366.0350781873,10790.578851777,0.4017865719,156.2949676514,60106416.0,37348396.0
3127399,1995-06-08,802594800000,11.5082485302,41429.694708589,25742.801137123,0.0258608669,10.0598773956,3868730.5,2403917.75
3397922,1995-06-08,802594800000,18.3327339774,65997.8423187595,41008.4926341203,0.355113415,138.1391143799,53124212.0,33009854.0
3672731,1995-06-08,802594800000,7.9263615697,28534.9016509411,17730.478195275,0.1628003234,63.3293266296,24354582.0,15133236.0
3463371,1995-06-08,802594800000,19.6672789686,70802.2042868531,43993.7363247949,0.3665254682,142.578414917,54831432.0,34070672.0
2484402,1995-06-08,802594800000,18.3327075668,65997.7472403997,41008.433556125,0.3551124243,138.1387329102,53124064.0,33009764.0
3776112,1995-06-08,802594800000,17.4813559273,62932.8813383124,39104.0450737975,0.3236887064,125.9149093628,48423144.0,30088746.0
2154244,1995-06-15,803199600000,16.1254927357,58051.773848434,36071.1147004339,0.3009671033,117.0762023926,45024036.0,27976640.0
3363380,1995-06-15,803199600000,13.4752350082,48510.8460294847,30142.7531898207,0.0656199111,25.5261440277,9816599.0,6099751.5
3673983,1995-06-15,803199600000,4.3317191588,15594.1889718321,9689.6225864143,0.0942749026,36.6729354858,14103325.0,8763400.0
3673919,1995-06-15,803199600000,16.9382989689,60977.876287972,37889.2809634901,0.30841203,119.9722747803,46137780.0,28668688.0
2308242,1995-06-22,803804400000,13.1145420116,47212.3512417499,29335.9190257418,0.046096606,17.9315795898,6895954.0,4284947.0
2366746,1995-06-22,803804400000,11.0655789028,39836.0840499454,24752.5934475897,0.4891910301,190.2953033447,73181936.0,45473148.0
3545558,1995-06-22,803804400000,12.5521761782,45187.8342415099,28077.9628930093,0.1217900305,47.3763198853,18219530.0,11321091.0
3608823,1995-06-22,803804400000,12.5265347443,45095.5250793342,28020.6055694341,0.373472573,145.2808227539,55870700.0,34716444.0
3775092,1995-06-22,803804400000,12.8353276218,46207.179438313,28711.3443571006,0.3169188022,123.2814102173,47410376.0,29459442.0
2090416,1995-07-08,805186800000,24.3634556187,87708.4402273942,54498.6138735161,0.4537824533,176.5213623047,67884888.0,42181712.0
2216523,1995-07-08,805186800000,8.9531690586,32231.4086108898,20027.3438671387,0.1383051498,53.8007011414,20690156.0,12856266.0
2309728,1995-07-08,805186800000,15.5946377133,56140.6957679617,34883.6451009315,0.3871723975,150.6100616455,57920168.0,35989924.0
2458418,1995-07-08,805186800000,31.6077353288,113787.8471836879,70703.3431569976,0.4129162592,160.6244354248,61771396.0,38382964.0
3007951,1995-07-08,805186800000,32.1814057516,115853.0607057031,71986.5865257187,0.2381173175,92.6276397705,35621844.0,22134388.0
