Neo Reference ID,Close Approach Date,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles)
3519519,2002-05-15,1021446000000,10.9334724059,39360.5006611925,24457.0844247282,0.2477665861,96.3812026978,37065352.0,23031344.0
3691354,2002-05-15,1021446000000,6.3326311471,22797.4721295477,14165.4626129404,0.1192183277,46.3759307861,17834808.0,11082036.0
3120890,2002-05-22,1022050800000,19.0643145765,68631.5324754068,42644.9652761771,0.4772977813,185.668838501,71402736.0,44367600.0
3746620,2002-05-22,1022050800000,26.3552733867,94878.9841922791,58954.1110388081,0.4490920733,174.6968078613,67183216.0,41745716.0
3455099,2002-05-22,1022050800000,9.0046870663,32416.8734387398,20142.5844986436,0.2872623881,111.7450637817,42973840.0,26702706.0
2488580,2002-05-22,1022050800000,19.0643146114,68631.5326009464,42644.9653541825,0.4772977815,185.668838501,71402736.0,44367600.0
3154520,2002-06-08,1023519600000,16.6426200327,59913.4321177718,37227.8767511788,0.3977221023,154.7138977051,59498380.0,36970580.0
3261402,2002-06-08,1023519600000,23.3945650772,84220.4342780716,52331.3026212829,0.4965229851,193.1474456787,74278784.0,46154696.0
3446242,2002-06-08,1023519600000,13.7923685112,49652.5266404716,30852.1491227975,0.2787862781,108.4478607178,41705832.0,25914804.0
2481025,2002-06-08,1023519600000,23.3945912281,84220.5284210131,52331.3611180456,0.4965234111,193.1476135254,74278848.0,46154736.0
3762440,2002-06-08,1023519600000,5.9589791024,21452.3247687976,13329.6403542565,0.3452233602,134.291885376,51644680.0,32090518.0
3127403,2002-06-15,1024124400000,11.7887232694,42439.4037699646,26370.1950813983,0.136603768,53.1388664246,20435634.0,12698114.0
3600105,2002-06-15,1024124400000,5.8270256847,20977.292464927,13034.4737541098,0.211563573,82.2982330322,31649460.0,19666062.0
3686271,2002-06-15,1024124400000,29.874592351,107548.5324637138,66826.4756300226,0.4640636725,180.5207672119,69422936.0,43137412.0
2472263,2002-06-15,1024124400000,29.8745008937,107548.2032172372,66826.2710490661,0.4640606872,180.5196075439,69422496.0,43137136.0
2005604,2002-06-22,1024729200000,10.5095688787,37834.4479634006,23508.8546248141,0.076803946,29.8767337799,11489707.0,7139373.0
3295788,2002-06-22,1024729200000,20.4935278678,73776.7003242251,45841.972487572,0.4605122406,179.1392669678,68891656.0,42807288.0
2475016,2002-06-22,1024729200000,20.4935265693,73776.6956494627,45841.9695828564,0.4605121977,179.1392364502,68891640.0,42807284.0
3127392,2002-07-08,1026111600000,16.2749496493,58589.8187375804,36405.4348705816,0.2207054756,85.8544311523,33017070.0,20515856.0
3127393,2002-07-08,1026111600000,5.2397403195,18863.0651502051,11720.7751206927,0.1486608179,57.8290596008,22239342.0,13818887.0
3672464,2002-07-08,1026111600000,9.0871887528,32713.8795099366,20327.1325210492,0.3096221562,120.4430236816,46318816.0,28781178.0
3711174,2002-07-08,1026111600000,3.6558717778,13161.1384000931,8177.819579769,0.3235575539,125.8638916016,48403520.0,30076554.0
2302591,2002-07-15,1026716400000,4.871316756,17536.7403217202,10896.6484515711,0.2914460735,113.3725204468,43599712.0,27091604.0
2459872,2002-07-15,1026716400000,15.8453129506,57043.1266220761,35444.380539145,0.4702131684,182.9129180908,70342888.0,43709044.0
3363697,2002-07-15,1026716400000,10.1676514524,36603.5452285946,22744.0195338454,0.3278995754,127.5529327393,49053080.0,30480170.0
3605885,2002-07-15,1026716400000,9.9872133486,35953.9680547923,22340.3975393792,0.4122831392,160.3781433105,61676684.0,38324112.0
3170231,2002-07-22,1027321200000,14.5693382398,52449.6176631277,32590.152708514,0.3748291965,145.8085632324,56073652.0,34842552.0
3350632,2002-07-22,1027321200000,20.9817048271,75534.1373776122,46933.9755277724,0.141723414,55.130405426,21201520.0,13174014.0
3449054,2002-07-22,1027321200000,3.5215200827,12677.4722977259,7877.2882729953,0.4405733776,171.3830413818,65908836.0,40953852.0
2475534,2002-07-22,1027321200000,20.9817175264,75534.1830949428,46934.0039347438,0.1417239009,55.1305961609,21201594.0,13174060.0
3771017,2002-07-22,1027321200000,12.7230562577,45803.0025275414,28460.2045427382,0.3710910937,144.3544311523,55514440.0,34495072.0
2450203,2002-08-08,1028790000000,10.6548838081,38357.5817091424,23833.9095903279,0.2174073927,84.571472168,32523682.0,20209280.0
3703247,2002-08-08,1028790000000,23.7227909087,85402.0472711504,53065.5109835657,0.4189978556,162.9901580811,62681188.0,38948284.0
3725659,2002-08-08,1028790000000,13.2546678023,47716.804088235,29649.3664069369,0.0871951321,33.9189071655,13044207.0,8105294.5
2141761,2002-08-15,1029394800000,10.5164933113,37859.3759205446,23524.3438879629,0.373183308,145.1683044434,55827428.0,34689556.0
2367943,2002-08-15,1029394800000,7.7500244088,27900.0878715207,17336.0295999457,0.0923040302,35.9062652588,13808486.0,8580196.0
3014792,2002-08-15,1029394800000,6.8259844757,24573.5441123833,15269.0446736084,0.4298779572,167.2225341797,64308828.0,39959652.0
3117446,2002-08-15,1029394800000,11.2627314924,40545.8333727577,25193.6040754227,0.3760480004,146.2826690674,56255980.0,34955844.0
3131064,2002-08-15,1029394800000,13.7205349129,49393.9256865728,30691.4645467486,0.422826498,164.4795074463,63253944.0,39304180.0
3133157,2002-08-15,1029394800000,13.1376534137,47295.5522891868,29387.6169210228,0.0845085411,32.8738212585,12642297.0,7855559.5
3552523,2002-08-15,1029394800000,12.1408968001,43707.2284804882,27157.9720522233,0.3610798151,140.4600524902,54016772.0,33564464.0
3630638,2002-08-15,1029394800000,5.5629465078,20026.6074279859,12443.7550432393,0.4445144049,172.9160919189,66498408.0,41320196.0
3132128,2002-08-22,1029999600000,9.8762322491,35554.4360968029,22092.1439180385,0.0631318391,24.5582847595,9444389.0,5868471.0
2363305,2002-08-22,1029999600000,4.6064244148,16583.1278934058,10304.1107735443,0.038065769,14.8075838089,5694558.0,3538434.25
3558387,2002-08-22,1029999600000,21.3005293606,76681.9056980844,47647.1541266792,0.27076866,105.3290100098,40506416.0,25169520.0
3724113,2002-08-22,1029999600000,4.8157474721,17336.6908996219,10772.345520379,0.463942605,180.4736785889,69404832.0,43126160.0
3726511,2002-08-22,1029999600000,16.0600827698,57816.2979712519,35924.7991477482,0.101658252,39.5450630188,15207859.0,9449725.0
3134269,2002-09-08,1031468400000,6.3037095805,22693.3544898326,14100.7679606407,0.0271685973,10.5685844421,4064364.5,2525479.0
2387668,2002-09-08,1031468400000,16.9560441812,61041.7590523582,37928.97522895,0.0307164224,11.9486885071,4595111.5,2855270.0
2408980,2002-09-08,1031468400000,21.7679049727,78364.457901716,48692.6266334302,0.1449387115,56.3811569214,21682522.0,13472895.0
3459484,2002-09-08,1031468400000,25.9535335696,93432.720850619,58055.4592418749,0.4245217037,165.1389465332,63507544.0,39461760.0
3648206,2002-09-08,1031468400000,14.7703304883,53173.1897577684,33039.7522692089,0.1599194032,62.2086448669,23923602.0,14865437.0
2088710,2002-09-15,1032073200000,11.6771105064,42037.5978230922,26120.5284917986,0.4320637078,168.0727844238,64635808.0,40162832.0
3560057,2002-09-15,1032073200000,7.8761398673,28354.1035221095,17618.1372690574,0.0802878035,31.2319564819,12010885.0,7463218.0
3766334,2002-09-15,1032073200000,10.1239326981,36446.1577133148,22646.2250524761,0.3022555775,117.5774154663,45216792.0,28096410.0
3603128,2002-09-15,1032073200000,15.8109039844,56919.254343737,35367.4111226404,0.4024369744,156.5479888916,60203716.0,37408852.0
2085640,2002-09-22,1032678000000,9.8906721215,35606.4196372376,22124.4444684824,0.0974410051,37.904548645,14576967.0,9057707.0
2387648,2002-09-22,1032678000000,14.2559607193,51321.4585895603,31889.1585330521,0.4998841025,194.4549102783,74781600.0,46467132.0
3134264,2002-09-22,1032678000000,9.1831587295,33059.3714260779,20541.8077619427,0.2032622399,79.0690078735,30407598.0,18894406.0
3136733,2002-10-08,1034060400000,3.803816516,13693.7394576078,8508.7571646452,0.2185459329,85.0143661499,32694006.0,20315114.0
3327141,2002-10-08,1034060400000,4.7801708977,17208.6152317103,10692.7642810591,0.2873003392,111.7598342896,42979520.0,26706236.0
2354182,2002-10-08,1034060400000,7.2749524702,26189.8288927779,16273.3411806264,0.3374901218,131.2836608887,50487804.0,31371666.0
2401954,2002-10-08,1034060400000,15.7269661954,56617.078303345,35179.6506824312,0.2982610834,116.0235595703,44619224.0,27725100.0
3293790,2002-10-08,1034060400000,12.9405803843,46586.0893836352,28946.7842617371,0.043114334,16.7714767456,6449812.5,4007727.75
3758924,2002-10-08,1034060400000,5.466562449,19679.6248162556,12228.1535420784,0.3684864797,143.3412475586,55124796.0,34252960.0
3767262,2002-10-08,1034060400000,17.4984450049,62994.4020175223,39142.2716313877,0.2744151446,106.7474899292,41051920.0,25508480.0
3180147,2002-10-15,1034665200000,17.707173326,63745.823973488,39609.1760128598,0.3376192309,131.3338928223,50507120.0,31383670.0
3354740,2002-10-15,1034665200000,26.2428191308,94474.1488710474,58702.5621137905,0.4260845821,165.7469024658,63741348.0,39607036.0
3548887,2002-10-15,1034665200000,10.9329088235,39358.4717645845,24455.8237472775,0.2581891475,100.4355773926,38624548.0,24000180.0
3549618,2002-10-15,1034665200000,13.2426247411,47673.4490679298,29622.4272833478,0.3299578626,128.3536071777,49360996.0,30671500.0
3603226,2002-10-22,1035270000000,18.9420122308,68191.2440307734,42371.3871590103,0.4268409285,166.0411224365,63854496.0,39677344.0
3613389,2002-10-22,1035270000000,15.3663838733,55318.9819439959,34373.0640862568,0.289672551,112.6826248169,43334396.0,26926746.0
2495168,2002-10-22,1035270000000,18.9420121871,68191.24387342,42371.387061237,0.4268409286,166.0411224365,63854496.0,39677344.0
2283729,2002-11-08,1036742400000,9.5862320907,34510.4355263664,21443.4425635914,0.415024625,161.4445800781,62086804.0,38578952.0
2450237,2002-11-08,1036742400000,5.4845373679,19744.3345245072,12268.3616382973,0.0473954193,18.4368171692,7090254.0,4405679.5
3576629,2002-11-08,1036742400000,11.1992239451,40317.2062022329,25051.5440427152,0.3256611489,126.6821899414,48718216.0,30272096.0
3725757,2002-11-08,1036742400000,5.7975172314,20871.0620330211,12968.4662949069,0.2969447429,115.511505127,44422300.0,27602738.0
3065824,2002-11-15,1037347200000,16.474238544,59307.2587584126,36851.2241990814,0.3734977876,145.2906341553,55874472.0,34718788.0
3170202,2002-11-15,1037347200000,12.1678228053,43804.1620991419,27218.202833214,0.3197879106,124.3974990845,47839592.0,29726144.0
3519453,2002-11-15,1037347200000,6.6640585779,23990.6108802952,14906.8326328145,0.3707179969,144.2093048096,55458624.0,34460392.0
2154302,2002-11-22,1037952000000,19.3221755087,69559.8318313279,43221.774395416,0.2020009692,78.57837677,30218916.0,18777164.0
3408650,2002-11-22,1037952000000,9.0025617982,32409.2224735964,20137.8304864411,0.2797334414,108.8163146973,41847528.0,26002848.0
3467314,2002-11-22,1037952000000,4.3642681335,15711.3652807438,9762.4313879155,0.3038738327,118.2069244385,45458880.0,28246838.0
2470975,2002-11-22,1037952000000,4.3642759666,15711.3934797969,9762.4489097105,0.3038740685,118.2070159912,45458916.0,28246860.0
3764727,2002-11-22,1037952000000,10.5317025815,37914.129293369,23558.3655045381,0.1274921088,49.5944328308,19072550.0,11851133.0
2417201,2002-12-08,1039334400000,18.7697487495,67571.0954982572,41986.0509777921,0.4301874093,167.3428955078,64355120.0,39988416.0
3690051,2002-12-08,1039334400000,12.3305774877,44390.0789557668,27582.2687822652,0.409076359,159.1307067871,61196952.0,38026024.0
2302169,2002-12-15,1039939200000,30.7308686971,110631.1273093847,68741.8801884341,0.422351745,164.2948303223,63182924.0,39260048.0
2345705,2002-12-15,1039939200000,21.6454340946,77923.5627407256,48418.6715263136,0.2745943064,106.8171844482,41078724.0,25525136.0
2434188,2002-12-15,1039939200000,16.8834568176,60780.4445432887,37766.6045552451,0.4592880388,178.6630401611,68708512.0,42693492.0
3145501,2002-12-15,1039939200000,17.4951846828,62982.6648579684,39134.978616886,0.4921219901,191.4354553223,73620400.0,45745596.0
3307228,2002-12-15,1039939200000,20.8547273319,75077.0183947334,46649.9395686609,0.4013235833,156.1148681641,60037156.0,37305360.0
3646599,2002-12-15,1039939200000,27.462053318,98863.3919446294,61429.8670669282,0.4708685046,183.1678466797,70440928.0,43769960.0
3759293,2002-12-15,1039939200000,13.2957117228,47864.5622022146,29741.177552815,0.1237356449,48.1331672668,18510590.0,11501947.0
2474425,2002-12-15,1039939200000,17.4951895549,62982.6823975759,39134.989515316,0.4921220419,191.4354858398,73620416.0,45745604.0
2482796,2002-12-15,1039939200000,27.4620496805,98863.3788498921,61429.8589303677,0.4708683636,183.1677856445,70440904.0,43769948.0
2152754,2002-12-22,1040544000000,16.8689768282,60728.3165815229,37734.2142670024,0.3855339055,149.9726867676,57675052.0,35837616.0
2345722,2002-12-22,1040544000000,24.6871399436,88873.7037971342,55222.6633399471,0.4179885464,162.5975341797,62530196.0,38854464.0
2441304,2002-12-22,1040544000000,2.7981866742,10073.4720272839,6259.2637716198,0.2807027337,109.1933670044,41992532.0,26092950.0
3025766,2002-12-22,1040544000000,30.1699876617,108611.9555820196,67487.2454003943,0.459730518,178.8351593018,68774704.0,42734620.0
3276398,2002-12-22,1040544000000,9.2270186166,33217.2670197637,20639.9179434748,0.0757704541,29.4747066498,11335098.0,7043303.5
3309832,2002-12-22,1040544000000,9.181942559,33054.9932123556,20539.0873101995,0.132173224,51.4153862,19772834.0,12286269.0
3627109,2002-12-22,1040544000000,13.4732104307,48503.5575504138,30138.2244123668,0.4074206325,158.4866333008,60949260.0,37872116.0
3674659,2002-12-22,1040544000000,8.6924878189,31292.9561480208,19444.2260020855,0.4724117059,183.7681427002,70671784.0,43913412.0
3147550,2003-01-08,1042012800000,10.940344087,39385.2387132137,24472.4556882188,0.0538087601,20.9316082001,8049676.0,5001837.0
2052381,2003-01-08,1042012800000,1.3966743579,5028.0276882903,3124.2208710935,0.1814834245,70.5970458984,27149534.0,16869938.0
2267221,2003-01-08,1042012800000,35.1300407011,126468.1465238275,78582.3880442083,0.418947736,162.9706726074,62673688.0,38943624.0
3102762,2003-01-08,1042012800000,5.8346965609,21004.9076191971,13051.6327370505,0.0391095714,15.2136240005,5850709.0,3635462.0
3449126,2003-01-08,1042012800000,10.8168101657,38940.5165964854,24196.1226596329,0.4030585739,156.7897949219,60296708.0,37466636.0
2481965,2003-01-08,1042012800000,10.8168084704,38940.5104935008,24196.1188674756,0.4030584618,156.7897491455,60296688.0,37466624.0
2208115,2003-01-15,1042617600000,12.554365567,45195.7160412241,28082.8603368373,0.3102700065,120.6950378418,46415732.0,28841400.0
2267720,2003-01-15,1042617600000,22.554767577,81197.163277141,50452.7595929546,0.1304304922,50.7374610901,19512124.0,12124272.0
3005969,2003-01-15,1042617600000,17.5083236739,63029.9652260742,39164.3692261682,0.2643728616,102.8410415649,39549616.0,24574992.0
3739413,2003-01-15,1042617600000,33.0369844549,118933.1440375608,73900.4305271166,0.4964788364,193.1302642822,74272176.0,46150592.0
3766361,2003-01-15,1042617600000,14.9578959426,53848.425393445,33459.3174340547,0.2207542387,85.8733978271,33024364.0,20520388.0
2250458,2003-01-22,1043222400000,31.8984817535,114834.5343126569,71353.7138344395,0.4005420137,155.8108520508,59920232.0,37232708.0
3423027,2003-01-22,1043222400000,4.9623999607,17864.639858559,11100.3924721141,0.1656489024,64.4374237061,24780724.0,15398028.0
3448069,2003-01-22,1043222400000,11.6676895301,42003.6823083186,26099.454709855,0.1294508683,50.356388092,19365576.0,12033210.0
3552523,2003-01-22,1043222400000,7.9627594244,28665.9339278607,17811.8965564532,0.2466587176,95.9502410889,36899620.0,22928360.0
3616699,2003-01-22,1043222400000,5.2395818336,18862.4946011151,11720.4206036762,0.3956710981,153.9160614014,59191556.0,36779928.0
3463371,2003-01-22,1043222400000,16.8228416929,60562.2300942892,37631.0145827543,0.3807688769,148.1190948486,56962212.0,35394676.0
2405189,2003-02-08,1044691200000,7.2686054623,26166.979664383,16259.1435586829,0.2364527269,91.9801101685,35372824.0,21979654.0
3689018,2003-02-08,1044691200000,16.77359839,60384.9542041789,37520.8622387022,0.3909378194,152.074798584,58483464.0,36339940.0
3558379,2003-02-15,1045296000000,21.1171509193,76021.7433096272,47236.9548914737,0.3451363188,134.258026123,51631660.0,32082424.0
3638286,2003-02-15,1045296000000,24.996366092,89986.9179311035,55914.3713111349,0.3610557082,140.450668335,54013164.0,33562224.0
3743123,2003-02-15,1045296000000,18.4350042078,66366.0151481984,41237.2609125014,0.3724974219,144.9014892578,55724820.0,34625796.0
2163691,2003-02-22,1045900800000,26.4754152571,95311.4949256569,59222.8563886672,0.4621235772,179.7660675049,69132704.0,42957072.0
3050514,2003-02-22,1045900800000,16.7700342807,60372.1234104898,37512.889682479,0.1004278373,39.0664291382,15023791.0,9335351.0
3371362,2003-02-22,1045900800000,18.748295448,67493.8636127561,41938.0620876039,0.311146868,121.0361251831,46546908.0,28922908.0
3522123,2003-02-22,1045900800000,11.1737357959,40225.4488653552,24994.5296019203,0.3633229107,141.332611084,54352336.0,33772976.0
2468727,2003-02-22,1045900800000,11.1737356635,40225.44838851,24994.5293056272,0.3633232772,141.3327484131,54352388.0,33773008.0
3772396,2003-02-22,1045900800000,14.8070243969,53305.2878287028,33121.8328733404,0.2915641013,113.4184341431,43617368.0,27102578.0
3136736,2003-03-08,1047110400000,3.9071595337,14065.7743213805,8739.9251609711,0.2026008566,78.8117294312,30308656.0,18832926.0
3267065,2003-03-08,1047110400000,12.1624946994,43784.9809179793,27206.2843931744,0.2049357404,79.7200012207,30657952.0,19049968.0
3388356,2003-03-08,1047110400000,14.2147548707,51173.1175344628,31796.9851702333,0.4129052323,160.6201477051,61769748.0,38381940.0
2488615,2003-03-08,1047110400000,3.9071595586,14065.774410906,8739.9252165988,0.2026008566,78.8117294312,30308656.0,18832926.0
3117468,2003-03-15,1047715200000,11.6909412915,42087.3886493636,26151.4665749338,0.1111885861,43.2523574829,16633575.0,10335625.0
3608622,2003-03-15,1047715200000,20.2914670772,73049.2814777422,45389.9827048782,0.3587156985,139.5404052734,53663108.0,33344708.0
3602933,2003-03-15,1047715200000,5.3111412306,19120.1084302725,11880.491818799,0.1012013588,39.3673286438,15139507.0,9407254.0
2026379,2003-03-22,1048320000000,19.2897373948,69443.0546211828,43149.2135783677,0.1835465333,71.399597168,27458170.0,17061716.0
3151655,2003-03-22,1048320000000,14.4206870471,51914.473369438,32257.6348555822,0.0093019692,3.6184659004,1391554.75,864672.0
3712947,2003-03-22,1048320000000,16.0913237488,57928.765495793,35994.682093761,0.179005102,69.6329879761,26778782.0,16639564.0
3736406,2003-03-22,1048320000000,12.0252655178,43290.9558640091,26899.3164367228,0.4086431443,158.9621887207,61132148.0,37985756.0
3143112,2003-04-08,1049785200000,11.0905284064,39925.9022629903,24808.4029922453,0.3048442294,118.5844039917,45604048.0,28337042.0
3151654,2003-04-08,1049785200000,19.9245259418,71728.2933906139,44569.1720792956,0.4982135216,193.8050689697,74531680.0,46311840.0
3152322,2003-04-08,1049785200000,7.5613509831,27220.8635389845,16913.9860139874,0.0158666231,6.1721162796,2373613.0,1474894.75
3409432,2003-04-08,1049785200000,19.2000411795,69120.148246069,42948.5721143421,0.3307784194,128.6728057861,49483748.0,30747776.0
3590077,2003-04-08,1049785200000,19.8020743176,71287.4675435033,44295.2600411285,0.4742026591,184.4648284912,70939712.0,44079892.0
3591267,2003-04-08,1049785200000,41.0152049136,147654.7376889377,91746.911871218,0.431734345,167.9446563721,64586540.0,40132216.0
2488640,2003-04-08,1049785200000,19.9245355179,71728.327864445,44569.1934999936,0.4982138077,193.8051605225,74531720.0,46311868.0
3608565,2003-04-08,1049785200000,13.1427323473,47313.8364504348,29398.9779877716,0.1939357482,75.4410095215,29012376.0,18027454.0
2264993,2003-04-15,1050390000000,8.6772297171,31238.0269815701,19410.0951541873,0.1221935696,47.5332984924,18279898.0,11358602.0
2293054,2003-04-15,1050390000000,22.188004793,79876.8172548842,49632.347921514,0.4149720437,161.424118042,62078932.0,38574060.0
2350462,2003-04-15,1050390000000,3.4578231653,12448.1633951357,7734.8046384942,0.1646198824,64.0371322632,24626784.0,15302374.0
3152308,2003-04-15,1050390000000,28.0063618224,100822.9025608013,62647.4307606268,0.2421979487,94.2150039673,36232296.0,22513706.0
3562320,2003-04-15,1050390000000,9.9895434725,35962.3565009738,22345.609793619,0.1045388198,40.665599823,15638785.0,9717491.0
3717082,2003-04-15,1050390000000,15.5142339793,55851.2423254199,34703.7899882588,0.3976833136,154.6988067627,59492580.0,36966976.0
2467347,2003-04-15,1050390000000,28.0063495086,100822.8582309017,62647.4032157511,0.2421980266,94.2150268555,36232308.0,22513712.0
3753024,2003-04-15,1050390000000,5.9469912737,21409.1685854153,13302.8247801987,0.1485317983,57.7788696289,22220040.0,13806893.0
3672907,2003-04-15,1050390000000,9.0779823319,32680.7363947938,20306.5386781984,0.188052972,73.1526031494,28132324.0,17480616.0
2085990,2003-04-22,1050994800000,7.3985946953,26634.9409029271,16549.9164738215,0.2919674698,113.5753479004,43677712.0,27140074.0
3582516,2003-04-22,1050994800000,7.904816096,28457.3379456934,17682.2831252004,0.2260985477,87.9523391724,33823864.0,21017174.0
3720440,2003-04-22,1050994800000,25.4015765822,91445.6756959844,56820.7866567632,0.1215347016,47.2770004272,18181334.0,11297357.0
3166087,2003-05-08,1052377200000,5.9616273727,21461.8585416897,13335.5642699738,0.3346714279,130.1871948242,50066136.0,31109654.0
3563424,2003-05-08,1052377200000,8.4681911536,30485.4881529201,18942.4967914631,0.3126056139,121.6035842896,46765136.0,29058508.0
3026912,2003-05-08,1052377200000,5.7507562566,20702.7225238214,12863.8666704267,0.1754767835,68.2604675293,26250954.0,16311587.0
3770988,2003-05-08,1052377200000,9.390630259,33806.2689325295,21005.9008264376,0.2509149036,97.6058959961,37536336.0,23323998.0
2171819,2003-05-15,1052982000000,6.0120696553,21643.4507590512,13448.3986119227,0.4519792794,175.8199462891,67615136.0,42014100.0
2455415,2003-05-15,1052982000000,4.2946646385,15460.7926986816,9606.7353299114,0.070493377,27.4219245911,10545659.0,6552769.0
3376345,2003-05-15,1052982000000,10.7132696592,38567.7707730239,23964.5129006048,0.1841369507,71.6292724609,27546496.0,17116600.0
3563857,2003-05-15,1052982000000,11.7260671762,42213.8418344222,26230.0396665053,0.1293227585,50.3065490723,19346408.0,12021301.0
3763268,2003-05-15,1052982000000,18.4796969577,66526.909047715,41337.234124676,0.3137113124,122.0336990356,46930544.0,29161288.0
2141484,2003-05-22,1053586800000,10.8523806611,39068.5703798851,24275.6903007681,0.3127039397,121.6418304443,46779844.0,29067648.0
3036363,2003-06-08,1055055600000,8.5946613634,30940.7809082614,19225.3980038028,0.1516370849,58.9868278503,22684586.0,14095548.0
3182829,2003-06-08,1055055600000,17.3824895152,62576.9622546588,38882.8907965129,0.2142850261,83.356880188,32056584.0,19919038.0
3276601,2003-06-08,1055055600000,14.072076023,50659.4736826326,31477.8268557447,0.2135265752,83.0618362427,31943122.0,19848536.0
3560773,2003-06-08,1055055600000,25.2929758285,91054.7129825053,56577.8576307128,0.4098945365,159.4489746094,61319348.0,38102076.0
3634713,2003-06-08,1055055600000,14.9257379906,53732.6567661132,33387.3833111441,0.2700829076,105.0622558594,40403832.0,25105776.0
3669253,2003-06-08,1055055600000,13.5600031355,48816.0112879768,30332.3710139098,0.0447097177,17.392080307,6688478.5,4156027.75
3735678,2003-06-08,1055055600000,16.538628419,59539.0623084086,36995.2579104665,0.4598724859,178.8903961182,68795944.0,42747820.0
3764726,2003-06-08,1055055600000,5.2102489014,18756.8960449654,11654.8057674953,0.1788852256,69.5863494873,26760848.0,16628420.0
2488803,2003-06-08,1055055600000,14.0720770219,50659.477278889,31477.8290903185,0.2135266559,83.0618667603,31943132.0,19848542.0
3275512,2003-06-15,1055660400000,16.3262293272,58774.4255779787,36520.1423820501,0.4808080327,187.0343170166,71927856.0,44693896.0
3409961,2003-06-15,1055660400000,11.466870455,41280.7336379104,25650.2425207338,0.0600403097,23.3556804657,8981903.0,5581095.5
3529626,2003-06-15,1055660400000,14.3724757299,51740.9126275295,32149.7909601446,0.1506473135,58.6018028259,22536518.0,14003543.0
3619726,2003-06-15,1055660400000,4.9269328586,17736.958290879,11021.056111352,0.3522258096,137.015838623,52692232.0,32741434.0
3715468,2003-06-15,1055660400000,9.6045709041,34576.4552549227,21484.4646554824,0.0935038635,36.3730010986,13987979.0,8691727.0
2163694,2003-06-22,1056265200000,11.0665289515,39839.5042254126,24754.7186116182,0.4101532083,159.5496063232,61358048.0,38126124.0
2333478,2003-06-22,1056265200000,22.5880768893,81317.0768013198,50527.2691935756,0.31758114,123.5390625,47509464.0,29521012.0
3552671,2003-06-22,1056265200000,19.4656080388,70076.18893968,43542.6186219917,0.4988095789,194.0369262695,74620848.0,46367248.0
3735654,2003-06-22,1056265200000,19.0497480091,68579.0928326941,42612.3813215149,0.3405823227,132.4865264893,50950388.0,31659104.0
3528338,2003-07-08,1057647600000,17.384548315,62584.3739339017,38887.4961257624,0.4385135539,170.5817718506,65600692.0,40762380.0
3684009,2003-07-08,1057647600000,9.5668595728,34440.6944622532,21400.1081785039,0.2320492492,90.2671585083,34714076.0,21570326.0
2009202,2003-07-15,1058252400000,26.2627802463,94546.0088867167,58747.2131329713,0.4510753118,175.4682922363,67479904.0,41930072.0
2066251,2003-07-15,1058252400000,1.7622493275,6344.0975788446,3941.9755205882,0.4048997228,157.5059967041,60572136.0,37637780.0
3542555,2003-07-15,1058252400000,12.8169281627,46140.9413856365,28670.1866070917,0.1382006076,53.7600364685,20674518.0,12846549.0
3773058,2003-07-15,1058252400000,7.7517163245,27906.1787682607,17339.8142463118,0.0601482967,23.3976860046,8998057.0,5591133.5
3776278,2003-07-15,1058252400000,9.6793104881,34845.5177570235,21651.6496307461,0.2682872969,104.3637619019,40135208.0,24938862.0
3337713,2003-07-22,1058857200000,20.1209935163,72435.5766585205,45008.6503965124,0.4667277891,181.5571136475,69821488.0,43385060.0
3465534,2003-07-22,1058857200000,12.7122097378,45763.9550560832,28435.9419624868,0.0792487824,30.8277778625,11855450.0,7366635.0
3616348,2003-07-22,1058857200000,18.4209889736,66315.5603048308,41205.9102349655,0.4124675175,160.4498596191,61704260.0,38341252.0
2068347,2003-08-08,1060326000000,9.3762675197,33754.5630708949,20973.7728148014,0.4485061461,174.4688873291,67095564.0,41691252.0
2393569,2003-08-08,1060326000000,7.4025897774,26649.3231984698,16558.8530729603,0.2264555154,88.0911941528,33877264.0,21050354.0
3292011,2003-08-08,1060326000000,4.1202248462,14832.809446408,9216.5309585195,0.4714180786,183.3816375732,70523144.0,43821048.0
3748472,2003-08-08,1060326000000,2.6082560405,9389.7217458991,5834.407937056,0.0853113725,33.186126709,12762400.0,7930188.0
2406952,2003-08-15,1060930800000,33.841845622,121830.6442391834,75700.8244718415,0.4490464239,174.6790618896,67176392.0,41741476.0
3157333,2003-08-15,1060930800000,5.6990886197,20516.7190309798,12748.2913334441,0.3473982292,135.1379089355,51970036.0,32292682.0
3158115,2003-08-15,1060930800000,9.0928998755,32734.439551859,20339.9077315426,0.1056310553,41.0904808044,15802181.0,9819020.0
3532365,2003-08-15,1060930800000,10.6279027803,38260.4500089997,23773.5557292032,0.488293801,189.9462890625,73047712.0,45389744.0
3150768,2003-08-15,1060930800000,9.1590682091,32972.6455528219,20487.9196769742,0.1756610504,68.3321533203,26278520.0,16328716.0
2242187,2003-08-22,1061535600000,4.7565501561,17123.5805619715,10639.9270441872,0.2877180403,111.9223098755,43042004.0,26745062.0
3156300,2003-08-22,1061535600000,7.2418325797,26070.5972867584,16199.2552974305,0.378029642,147.053527832,56552432.0,35140052.0
